Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde926     Vardas926      3    3    6    7    10   6      5.92                6.00                
Pavarde758     Vardas758      1    2    3    3    5    8      5.92                6.00                
Pavarde445     Vardas445      1    1    2    8    9    7      5.88                5.00                
Pavarde214     Vardas214      4    6    7    9    10   5      5.88                5.80                
Pavarde303     Vardas303      1    3    4    6    7    7      5.88                5.80                
Pavarde861     Vardas861      2    4    4    5    6    7      5.88                5.80                
Pavarde344     Vardas344      2    3    3    3    10   7      5.88                5.40                
Pavarde623     Vardas623      3    7    8    9    9    5      5.88                6.20                
Pavarde745     Vardas745      1    1    1    3    7    8      5.84                5.20                
Pavarde658     Vardas658      2    5    6    7    8    6      5.84                6.00                
Pavarde871     Vardas871      3    3    6    7    9    6      5.84                6.00                
Pavarde287     Vardas287      1    2    6    9    10   6      5.84                6.00                
Pavarde215     Vardas215      1    2    8    8    9    6      5.84                6.80                
Pavarde943     Vardas943      3    3    6    6    10   6      5.84                6.00                
Pavarde596     Vardas596      4    4    6    6    8    6      5.84                6.00                
Pavarde619     Vardas619      2    3    4    9    10   6      5.84                5.20                
Pavarde641     Vardas641      1    5    6    8    8    6      5.84                6.00                
Pavarde143     Vardas143      5    6    6    8    10   5      5.80                5.40                
Pavarde456     Vardas456      1    1    3    5    10   7      5.80                5.40                
Pavarde246     Vardas246      3    4    8    10   10   5      5.80                6.20                
Pavarde127     Vardas127      3    7    8    8    9    5      5.80                6.20                
Pavarde34      Vardas34       1    2    2    5    10   7      5.80                5.00                
Pavarde227     Vardas227      3    6    8    9    9    5      5.80                6.20                
Pavarde880     Vardas880      6    7    9    10   10   4      5.76                6.00                
Pavarde973     Vardas973      2    5    5    7    8    6      5.76                5.60                
Pavarde998     Vardas998      1    2    7    8    9    6      5.76                6.40                
Pavarde129     Vardas129      2    3    6    8    8    6      5.76                6.00                
Pavarde728     Vardas728      1    5    6    7    8    6      5.76                6.00                
Pavarde889     Vardas889      1    3    4    9    10   6      5.76                5.20                
Pavarde272     Vardas272      1    4    6    7    9    6      5.76                6.00                
Pavarde340     Vardas340      3    4    6    7    7    6      5.76                6.00                
Pavarde823     Vardas823      4    5    5    6    7    6      5.76                5.60                
Pavarde564     Vardas564      2    2    4    4    7    7      5.72                5.80                
Pavarde61      Vardas61       2    3    3    4    7    7      5.72                5.40                
Pavarde977     Vardas977      1    3    3    3    9    7      5.72                5.40                
Pavarde339     Vardas339      2    3    5    8    8    6      5.68                5.60                
Pavarde190     Vardas190      1    4    5    6    10   6      5.68                5.60                
Pavarde193     Vardas193      2    3    6    7    8    6      5.68                6.00                
Pavarde319     Vardas319      1    2    6    7    10   6      5.68                6.00                
Pavarde107     Vardas107      1    3    4    8    10   6      5.68                5.20                
Pavarde210     Vardas210      3    3    6    6    8    6      5.68                6.00                
Pavarde604     Vardas604      1    3    5    8    9    6      5.68                5.60                
Pavarde742     Vardas742      1    3    4    9    9    6      5.68                5.20                
Pavarde395     Vardas395      1    2    7    7    9    6      5.68                6.40                
Pavarde808     Vardas808      1    1    1    3    5    8      5.68                5.20                
Pavarde492     Vardas492      1    4    6    7    8    6      5.68                6.00                
Pavarde436     Vardas436      1    3    7    7    8    6      5.68                6.40                
Pavarde457     Vardas457      1    2    5    8    10   6      5.68                5.60                
Pavarde479     Vardas479      1    1    4    4    8    7      5.64                5.80                
Pavarde652     Vardas652      4    4    7    9    9    5      5.64                5.80                
Pavarde556     Vardas556      1    5    8    9    10   5      5.64                6.20                
Pavarde777     Vardas777      2    5    7    9    10   5      5.64                5.80                
Pavarde938     Vardas938      5    5    6    8    9    5      5.64                5.40                
Pavarde494     Vardas494      4    4    5    10   10   5      5.64                5.00                
Pavarde528     Vardas528      1    1    2    6    8    7      5.64                5.00                
Pavarde681     Vardas681      2    4    7    10   10   5      5.64                5.80                
Pavarde488     Vardas488      2    3    3    4    6    7      5.64                5.40                
Pavarde151     Vardas151      2    4    7    10   10   5      5.64                5.80                
Pavarde535     Vardas535      1    2    6    6    10   6      5.60                6.00                
Pavarde650     Vardas650      3    3    4    7    8    6      5.60                5.20                
Pavarde426     Vardas426      2    3    5    6    9    6      5.60                5.60                
Pavarde441     Vardas441      1    2    6    7    9    6      5.60                6.00                
Pavarde235     Vardas235      6    7    8    9    10   4      5.60                5.60                
Pavarde717     Vardas717      1    3    5    6    10   6      5.60                5.60                
Pavarde121     Vardas121      1    1    6    7    10   6      5.60                6.00                
Pavarde543     Vardas543      3    4    6    9    10   5      5.56                5.40                
Pavarde505     Vardas505      3    3    7    9    10   5      5.56                5.80                
Pavarde930     Vardas930      1    5    6    10   10   5      5.56                5.40                
Pavarde523     Vardas523      1    5    8    9    9    5      5.56                6.20                
Pavarde981     Vardas981      3    4    7    9    9    5      5.56                5.80                
Pavarde77      Vardas77       2    3    8    9    10   5      5.56                6.20                
Pavarde70      Vardas70       2    2    3    5    5    7      5.56                5.40                
Pavarde78      Vardas78       1    1    2    4    9    7      5.56                5.00                
Pavarde88      Vardas88       2    2    2    5    6    7      5.56                5.00                
Pavarde734     Vardas734      1    1    4    8    10   6      5.52                5.20                
Pavarde785     Vardas785      3    3    5    6    7    6      5.52                5.60                
Pavarde551     Vardas551      2    4    4    5    9    6      5.52                5.20                
Pavarde101     Vardas101      1    2    3    8    10   6      5.52                4.80                
Pavarde654     Vardas654      3    4    5    5    7    6      5.52                5.60                
Pavarde113     Vardas113      1    3    3    8    9    6      5.52                4.80                
Pavarde798     Vardas798      3    5    6    7    10   5      5.48                5.40                
Pavarde64      Vardas64       1    4    7    9    10   5      5.48                5.80                
Pavarde948     Vardas948      1    7    7    8    8    5      5.48                5.80                
Pavarde372     Vardas372      5    5    5    8    8    5      5.48                5.00                
Pavarde281     Vardas281      3    5    5    8    10   5      5.48                5.00                
Pavarde642     Vardas642      4    4    6    8    9    5      5.48                5.40                
Pavarde698     Vardas698      1    4    8    9    9    5      5.48                6.20                
Pavarde93      Vardas93       3    5    6    7    10   5      5.48                5.40                
Pavarde961     Vardas961      3    4    7    7    10   5      5.48                5.80                
Pavarde25      Vardas25       5    7    7    9    10   4      5.44                5.20                
Pavarde883     Vardas883      1    2    4    6    10   6      5.44                5.20                
Pavarde311     Vardas311      1    3    4    7    8    6      5.44                5.20                
Pavarde509     Vardas509      7    7    7    8    9    4      5.44                5.20                
Pavarde606     Vardas606      5    6    8    9    10   4      5.44                5.60                
Pavarde569     Vardas569      1    1    5    8    8    6      5.44                5.60                
Pavarde565     Vardas565      2    3    4    5    9    6      5.44                5.20                
Pavarde427     Vardas427      1    3    5    6    8    6      5.44                5.60                
Pavarde477     Vardas477      6    7    8    8    9    4      5.44                5.60                
Pavarde933     Vardas933      1    6    6    8    9    5      5.40                5.40                
Pavarde625     Vardas625      2    2    4    6    8    6      5.36                5.20                
Pavarde450     Vardas450      2    3    3    5    9    6      5.36                4.80                
Pavarde219     Vardas219      5    6    6    10   10   4      5.36                4.80                
Pavarde762     Vardas762      1    3    4    5    9    6      5.36                5.20                
Pavarde867     Vardas867      1    2    5    5    9    6      5.36                5.60                
Pavarde863     Vardas863      1    7    9    10   10   4      5.36                6.00                
Pavarde536     Vardas536      1    6    6    8    8    5      5.32                5.40                
Pavarde764     Vardas764      1    3    7    8    10   5      5.32                5.80                
Pavarde774     Vardas774      1    1    7    10   10   5      5.32                5.80                
Pavarde66      Vardas66       2    4    5    9    9    5      5.32                5.00                
Pavarde22      Vardas22       2    4    6    8    9    5      5.32                5.40                
Pavarde15      Vardas15       1    1    2    4    6    7      5.32                5.00                
Pavarde589     Vardas589      2    2    3    5    9    6      5.28                4.80                
Pavarde544     Vardas544      1    1    1    8    10   6      5.28                4.00                
Pavarde226     Vardas226      2    3    4    6    6    6      5.28                5.20                
Pavarde241     Vardas241      2    7    7    10   10   4      5.28                5.20                
Pavarde383     Vardas383      3    3    3    5    7    6      5.28                4.80                
Pavarde97      Vardas97       2    3    4    9    10   5      5.24                4.60                
Pavarde537     Vardas537      3    4    5    7    9    5      5.24                5.00                
Pavarde138     Vardas138      1    5    5    8    9    5      5.24                5.00                
Pavarde401     Vardas401      1    2    5    10   10   5      5.24                5.00                
Pavarde19      Vardas19       3    6    8    8    10   4      5.20                5.60                
Pavarde268     Vardas268      1    2    4    5    8    6      5.20                5.20                
Pavarde988     Vardas988      1    1    4    4    10   6      5.20                5.20                
Pavarde58      Vardas58       3    4    9    9    10   4      5.20                6.00                
Pavarde394     Vardas394      1    2    4    6    7    6      5.20                5.20                
Pavarde753     Vardas753      4    5    8    8    10   4      5.20                5.60                
Pavarde934     Vardas934      2    5    8    10   10   4      5.20                5.60                
Pavarde882     Vardas882      2    7    8    8    10   4      5.20                5.60                
Pavarde695     Vardas695      3    3    3    8    10   5      5.16                4.20                
Pavarde478     Vardas478      2    3    7    7    8    5      5.16                5.80                
Pavarde388     Vardas388      2    3    5    7    10   5      5.16                5.00                
Pavarde200     Vardas200      1    2    3    6    7    6      5.12                4.80                
Pavarde351     Vardas351      4    6    8    8    8    4      5.12                5.60                
Pavarde207     Vardas207      1    7    7    9    10   4      5.12                5.20                
Pavarde891     Vardas891      3    6    7    8    10   4      5.12                5.20                
Pavarde970     Vardas970      1    3    3    5    7    6      5.12                4.80                
Pavarde617     Vardas617      2    4    4    8    8    5      5.08                4.60                
Pavarde638     Vardas638      1    4    6    6    9    5      5.08                5.40                
Pavarde98      Vardas98       2    3    5    6    10   5      5.08                5.00                
Pavarde664     Vardas664      3    3    5    7    8    5      5.08                5.00                
Pavarde236     Vardas236      1    5    6    6    8    5      5.08                5.40                
Pavarde181     Vardas181      2    3    6    6    9    5      5.08                5.40                
Pavarde563     Vardas563      4    8    9    10   10   3      5.08                5.40                
Pavarde735     Vardas735      1    2    2    3    3    7      5.08                5.00                
Pavarde55      Vardas55       5    8    8    10   10   3      5.08                5.00                
Pavarde115     Vardas115      5    5    6    8    9    4      5.04                4.80                
Pavarde685     Vardas685      1    6    7    9    10   4      5.04                5.20                
Pavarde137     Vardas137      1    3    4    5    5    6      5.04                5.20                
Pavarde532     Vardas532      3    5    5    10   10   4      5.04                4.40                
Pavarde952     Vardas952      5    6    6    8    8    4      5.04                4.80                
Pavarde305     Vardas305      1    1    3    5    8    6      5.04                4.80                
Pavarde802     Vardas802      1    7    7    9    9    4      5.04                5.20                
Pavarde462     Vardas462      1    4    5    6    9    5      5.00                5.00                
Pavarde731     Vardas731      1    2    3    9    10   5      5.00                4.20                
Pavarde965     Vardas965      1    4    6    7    7    5      5.00                5.40                
Pavarde584     Vardas584      2    3    4    8    8    5      5.00                4.60                
Pavarde850     Vardas850      6    6    9    9    10   3      5.00                5.40                

