Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde408     Vardas408      7    5    9    3    4    7      6.44                6.20                
Pavarde409     Vardas409      9    1    3    6    6    8      6.80                7.20                
Pavarde410     Vardas410      6    3    6    3    7    1      2.60                3.00                
Pavarde411     Vardas411      3    7    9    10   9    9      8.44                9.00                
Pavarde412     Vardas412      1    1    7    2    2    5      4.04                3.80                
Pavarde413     Vardas413      10   8    2    8    2    4      4.80                5.60                
Pavarde414     Vardas414      3    8    5    8    5    9      7.72                7.40                
Pavarde415     Vardas415      2    2    3    5    2    1      1.72                1.40                
Pavarde416     Vardas416      9    8    5    10   2    3      4.52                5.00                
Pavarde417     Vardas417      4    7    10   9    10   7      7.40                7.80                
Pavarde418     Vardas418      6    3    6    9    1    10     8.00                8.40                
Pavarde419     Vardas419      10   8    5    5    7    3      4.60                4.60                
Pavarde420     Vardas420      3    3    1    3    4    5      4.12                4.20                
Pavarde421     Vardas421      5    4    5    2    1    5      4.36                4.60                
Pavarde422     Vardas422      4    5    7    7    1    9      7.32                7.40                
Pavarde423     Vardas423      3    7    2    9    1    5      4.76                4.20                
Pavarde424     Vardas424      9    8    4    3    5    7      6.52                6.20                
Pavarde425     Vardas425      2    4    1    1    8    6      4.88                4.40                
Pavarde426     Vardas426      9    3    2    5    6    6      5.60                5.60                
Pavarde427     Vardas427      8    1    6    3    5    6      5.44                5.60                
Pavarde428     Vardas428      4    8    6    10   2    4      4.80                4.80                
Pavarde429     Vardas429      2    9    1    6    2    4      4.00                3.20                
Pavarde430     Vardas430      5    4    4    8    1    9      7.16                7.00                
Pavarde431     Vardas431      6    8    6    3    7    2      3.60                3.60                
Pavarde432     Vardas432      7    3    7    6    6    2      3.52                3.60                
Pavarde433     Vardas433      7    5    7    5    5    8      7.12                6.80                
Pavarde434     Vardas434      1    8    7    1    6    1      2.44                3.00                
Pavarde435     Vardas435      1    7    1    7    8    9      7.32                8.20                
Pavarde436     Vardas436      7    3    7    1    8    6      5.68                6.40                
Pavarde437     Vardas437      6    2    2    4    1    3      3.00                2.60                
Pavarde438     Vardas438      4    6    3    6    7    4      4.48                4.80                
Pavarde439     Vardas439      4    2    7    2    1    3      3.08                2.60                
Pavarde440     Vardas440      4    2    2    2    9    3      3.32                2.60                
Pavarde441     Vardas441      9    1    7    6    2    6      5.60                6.00                
Pavarde442     Vardas442      6    8    4    1    3    2      2.96                2.80                
Pavarde443     Vardas443      10   8    9    6    8    5      6.28                6.20                
Pavarde444     Vardas444      4    2    3    1    8    5      4.44                4.20                
Pavarde445     Vardas445      1    1    9    8    2    7      5.88                5.00                
Pavarde446     Vardas446      10   9    1    2    4    1      2.68                2.20                
Pavarde447     Vardas447      6    4    10   8    6    10     8.72                8.40                
Pavarde448     Vardas448      6    2    8    1    2    4      3.92                3.20                
Pavarde449     Vardas449      9    1    7    1    6    7      6.12                6.60                
Pavarde450     Vardas450      3    5    3    9    2    6      5.36                4.80                
Pavarde451     Vardas451      3    2    1    2    5    9      6.44                6.20                
Pavarde452     Vardas452      3    10   7    3    4    4      4.56                4.00                
Pavarde453     Vardas453      5    3    5    8    4    8      6.80                6.80                
Pavarde454     Vardas454      6    1    4    7    8    9      7.48                7.80                
Pavarde455     Vardas455      7    9    8    9    2    8      7.60                8.00                
Pavarde456     Vardas456      3    1    1    5    10   7      5.80                5.40                
Pavarde457     Vardas457      8    10   1    2    5    6      5.68                5.60                
Pavarde458     Vardas458      8    4    1    1    2    5      4.28                3.80                
Pavarde459     Vardas459      1    5    7    9    6    9      7.64                7.80                
Pavarde460     Vardas460      1    3    7    7    4    9      7.16                7.00                
Pavarde461     Vardas461      9    5    10   8    3    6      6.40                6.80                
Pavarde462     Vardas462      1    9    6    4    5    5      5.00                5.00                
Pavarde463     Vardas463      3    3    4    2    1    10     7.04                7.20                
Pavarde464     Vardas464      7    2    6    3    7    7      6.20                6.60                
Pavarde465     Vardas465      4    4    3    2    9    1      2.36                2.20                
Pavarde466     Vardas466      3    6    4    10   10   1      3.24                3.00                
Pavarde467     Vardas467      6    6    2    2    5    9      7.08                7.40                
Pavarde468     Vardas468      3    4    10   10   7    2      3.92                4.00                
Pavarde469     Vardas469      4    7    2    2    9    8      6.72                6.40                
Pavarde470     Vardas470      2    10   10   10   10   10     9.36                10.00               
Pavarde471     Vardas471      9    3    7    10   5    6      6.32                6.40                
Pavarde472     Vardas472      9    5    1    9    6    9      7.80                7.80                
Pavarde473     Vardas473      9    4    5    1    1    1      2.20                2.20                
Pavarde474     Vardas474      8    9    2    8    7    2      3.92                4.40                
Pavarde475     Vardas475      1    1    8    9    8    7      6.36                7.40                
Pavarde476     Vardas476      5    1    2    9    9    8      6.88                6.80                
Pavarde477     Vardas477      7    9    8    8    6    4      5.44                5.60                
Pavarde478     Vardas478      3    8    2    7    7    5      5.16                5.80                
Pavarde479     Vardas479      1    4    1    4    8    7      5.64                5.80                
Pavarde480     Vardas480      2    5    7    7    10   7      6.68                7.00                
Pavarde481     Vardas481      3    5    8    4    9    1      2.92                2.60                
Pavarde482     Vardas482      5    7    3    1    7    5      4.84                5.00                
Pavarde483     Vardas483      5    4    9    6    6    2      3.60                3.60                
Pavarde484     Vardas484      8    3    10   8    8    10     8.96                9.20                
Pavarde485     Vardas485      10   10   7    8    5    10     9.20                9.20                
Pavarde486     Vardas486      2    1    2    8    3    5      4.28                3.80                
Pavarde487     Vardas487      6    2    5    4    6    10     7.84                8.00                
Pavarde488     Vardas488      2    4    6    3    3    7      5.64                5.40                
Pavarde489     Vardas489      7    3    9    8    10   5      5.96                6.20                
Pavarde490     Vardas490      5    1    9    1    10   8      6.88                6.80                
Pavarde491     Vardas491      8    2    4    4    10   10     8.24                7.60                
Pavarde492     Vardas492      7    1    8    4    6    6      5.68                6.00                
Pavarde493     Vardas493      1    6    4    8    7    9      7.48                7.80                
Pavarde494     Vardas494      10   4    5    4    10   5      5.64                5.00                
Pavarde495     Vardas495      10   2    7    10   4    6      6.24                6.40                
Pavarde496     Vardas496      6    3    4    6    10   2      3.52                3.60                
Pavarde497     Vardas497      4    7    8    1    1    10     7.68                7.60                
Pavarde498     Vardas498      2    3    8    8    3    10     7.92                7.20                
Pavarde499     Vardas499      4    5    2    2    2    4      3.60                3.20                
Pavarde500     Vardas500      7    10   3    10   5    2      4.00                4.00                
Pavarde501     Vardas501      3    1    2    6    3    5      4.20                4.20                
Pavarde502     Vardas502      3    6    6    7    4    4      4.48                4.80                
Pavarde503     Vardas503      4    3    7    2    1    6      4.96                4.80                
Pavarde504     Vardas504      7    2    6    2    5    1      2.36                2.60                
Pavarde505     Vardas505      9    7    3    10   3    5      5.56                5.80                
Pavarde506     Vardas506      5    4    6    3    7    1      2.60                2.60                
Pavarde507     Vardas507      4    5    7    7    4    7      6.36                6.20                
Pavarde508     Vardas508      1    3    4    5    6    3      3.32                3.40                
Pavarde509     Vardas509      9    7    7    7    8    4      5.44                5.20                
Pavarde510     Vardas510      8    6    1    6    10   9      7.88                7.80                
Pavarde511     Vardas511      1    1    5    9    10   10     8.08                8.00                
Pavarde512     Vardas512      7    4    9    5    6    8      7.28                7.20                
Pavarde513     Vardas513      9    1    8    3    3    2      3.12                2.40                
Pavarde514     Vardas514      5    3    7    4    7    3      3.88                3.80                
Pavarde515     Vardas515      3    6    9    9    5    3      4.36                4.20                
Pavarde516     Vardas516      4    7    6    2    7    9      7.48                7.80                
Pavarde517     Vardas517      4    4    2    6    10   9      7.48                7.00                
Pavarde518     Vardas518      5    4    6    8    2    3      3.80                3.80                
Pavarde519     Vardas519      2    9    7    8    9    1      3.40                3.80                
Pavarde520     Vardas520      5    3    1    4    2    9      6.60                6.60                
Pavarde521     Vardas521      7    1    1    5    6    2      2.80                3.20                
Pavarde522     Vardas522      9    5    1    7    1    2      3.04                3.20                
Pavarde523     Vardas523      9    1    5    8    9    5      5.56                6.20                
Pavarde524     Vardas524      5    1    2    3    10   9      7.08                6.60                
Pavarde525     Vardas525      2    10   10   5    7    10     8.72                8.80                
Pavarde526     Vardas526      1    8    5    2    8    10     7.92                8.00                
Pavarde527     Vardas527      4    8    6    3    2    1      2.44                2.20                
Pavarde528     Vardas528      2    8    1    1    6    7      5.64                5.00                
Pavarde529     Vardas529      9    4    3    8    7    8      7.28                7.60                
Pavarde530     Vardas530      2    3    1    7    7    4      4.00                3.60                
Pavarde531     Vardas531      7    10   9    5    10   2      4.48                4.80                
Pavarde532     Vardas532      10   10   3    5    5    4      5.04                4.40                
Pavarde533     Vardas533      9    2    5    5    3    3      3.72                3.80                
Pavarde534     Vardas534      8    7    7    3    6    2      3.68                4.00                
Pavarde535     Vardas535      10   1    6    2    6    6      5.60                6.00                
Pavarde536     Vardas536      8    1    6    6    8    5      5.32                5.40                
Pavarde537     Vardas537      5    4    7    9    3    5      5.24                5.00                
Pavarde538     Vardas538      10   6    8    6    9    3      4.92                5.00                
Pavarde539     Vardas539      7    1    2    5    5    3      3.40                3.80                
Pavarde540     Vardas540      3    7    9    6    10   9      8.20                8.20                
Pavarde541     Vardas541      4    7    5    7    7    2      3.60                4.00                
Pavarde542     Vardas542      4    7    7    10   1    6      5.92                6.40                
Pavarde543     Vardas543      10   9    3    4    6    5      5.56                5.40                
Pavarde544     Vardas544      1    1    8    1    10   6      5.28                4.00                
Pavarde545     Vardas545      6    10   7    2    5    7      6.60                6.60                
Pavarde546     Vardas546      1    2    6    6    8    1      2.44                3.00                
Pavarde547     Vardas547      10   6    1    2    3    5      4.76                4.20                
Pavarde548     Vardas548      6    5    5    9    5    3      4.20                3.80                
Pavarde549     Vardas549      4    6    7    3    1    3      3.48                3.40                
Pavarde550     Vardas550      10   1    7    7    4    4      4.72                5.20                
Pavarde551     Vardas551      5    2    9    4    4    6      5.52                5.20                
Pavarde552     Vardas552      3    7    2    7    1    8      6.40                6.00                
Pavarde553     Vardas553      5    1    5    9    7    9      7.56                7.40                
Pavarde554     Vardas554      10   10   6    9    3    8      7.84                8.40                
Pavarde555     Vardas555      6    5    8    7    10   10     8.88                8.80                
Pavarde556     Vardas556      8    1    9    5    10   5      5.64                6.20                
Pavarde557     Vardas557      3    9    10   4    9    9      8.20                9.00                
Pavarde558     Vardas558      5    2    7    3    10   10     8.16                8.00                
Pavarde559     Vardas559      9    5    2    6    9    9      7.88                7.80                
Pavarde560     Vardas560      3    9    4    8    9    3      4.44                5.00                
Pavarde561     Vardas561      3    10   7    9    2    8      7.28                7.60                
Pavarde562     Vardas562      9    10   9    1    7    8      7.68                8.40                
Pavarde563     Vardas563      8    9    4    10   10   3      5.08                5.40                
Pavarde564     Vardas564      7    4    2    4    2    7      5.72                5.80                
Pavarde565     Vardas565      2    3    5    4    9    6      5.44                5.20                
Pavarde566     Vardas566      2    4    3    5    4    5      4.44                4.60                
Pavarde567     Vardas567      4    9    10   8    5    10     8.88                9.20                
Pavarde568     Vardas568      3    10   4    8    1    8      6.88                6.40                
Pavarde569     Vardas569      1    1    5    8    8    6      5.44                5.60                
Pavarde570     Vardas570      6    2    8    3    4    10     7.84                7.60                
Pavarde571     Vardas571      4    1    5    7    5    3      3.56                3.80                
Pavarde572     Vardas572      9    1    2    2    9    4      4.24                3.20                
Pavarde573     Vardas573      4    4    3    8    1    8      6.40                6.40                
Pavarde574     Vardas574      8    3    4    3    3    3      3.48                3.00                
Pavarde575     Vardas575      7    8    1    4    7    1      2.76                3.40                
Pavarde576     Vardas576      5    3    2    1    4    3      3.00                3.00                
Pavarde577     Vardas577      10   2    8    8    9    10     8.96                9.20                
Pavarde578     Vardas578      3    7    10   1    4    3      3.80                3.40                
Pavarde579     Vardas579      4    5    7    8    2    3      3.88                3.80                
Pavarde580     Vardas580      3    9    10   6    3    8      7.28                7.20                
Pavarde581     Vardas581      3    2    8    2    3    2      2.64                2.40                
Pavarde582     Vardas582      7    10   6    3    6    8      7.36                7.20                
Pavarde583     Vardas583      8    7    6    6    6    7      6.84                6.60                
Pavarde584     Vardas584      8    4    8    2    3    5      5.00                4.60                
Pavarde585     Vardas585      7    10   9    2    6    1      3.32                3.40                
Pavarde586     Vardas586      6    8    5    9    1    3      4.12                4.20                
Pavarde587     Vardas587      10   3    3    7    4    2      3.36                2.80                
Pavarde588     Vardas588      2    1    5    3    4    1      1.80                1.80                
Pavarde589     Vardas589      2    3    2    9    5    6      5.28                4.80                
Pavarde590     Vardas590      10   4    10   8    8    1      3.80                3.80                
Pavarde591     Vardas591      5    9    1    2    4    4      4.08                4.00                
Pavarde592     Vardas592      9    9    4    5    1    7      6.44                6.20                
Pavarde593     Vardas593      5    8    6    5    10   2      3.92                3.60                
Pavarde594     Vardas594      8    9    3    1    10   1      3.08                3.80                
Pavarde595     Vardas595      10   9    10   2    4    2      4.00                4.80                
Pavarde596     Vardas596      6    4    4    6    8    6      5.84                6.00                
Pavarde597     Vardas597      7    2    2    5    3    10     7.52                7.20                
Pavarde598     Vardas598      1    9    7    9    2    10     8.24                8.80                
Pavarde599     Vardas599      7    8    10   4    6    6      6.40                6.40                
Pavarde600     Vardas600      8    6    4    10   8    2      4.08                4.40                
Pavarde601     Vardas601      5    8    7    2    6    10     8.24                8.40                
Pavarde602     Vardas602      9    4    4    9    6    2      3.76                3.60                
Pavarde603     Vardas603      5    1    9    6    7    4      4.64                4.80                
Pavarde604     Vardas604      1    3    8    9    5    6      5.68                5.60                
Pavarde605     Vardas605      3    7    3    3    9    9      7.40                6.60                
Pavarde606     Vardas606      6    10   8    5    9    4      5.44                5.60                
Pavarde607     Vardas607      1    1    3    5    7    9      6.76                6.60                
Pavarde608     Vardas608      10   1    7    4    9    1      3.08                3.40                
Pavarde609     Vardas609      5    9    9    9    7    1      3.72                4.20                
Pavarde610     Vardas610      1    6    5    6    7    4      4.40                4.80                
Pavarde611     Vardas611      3    10   3    1    8    1      2.60                1.80                
Pavarde612     Vardas612      5    9    10   4    1    9      7.72                7.40                
Pavarde613     Vardas613      9    2    6    5    8    3      4.20                4.20                
Pavarde614     Vardas614      7    9    8    6    8    8      7.84                8.00                
Pavarde615     Vardas615      9    7    6    1    9    9      7.96                8.20                
Pavarde616     Vardas616      4    8    5    9    1    1      2.76                2.60                
Pavarde617     Vardas617      8    8    4    4    2    5      5.08                4.60                
Pavarde618     Vardas618      5    5    9    10   10   1      3.72                4.20                
Pavarde619     Vardas619      3    10   4    2    9    6      5.84                5.20                
Pavarde620     Vardas620      6    7    1    3    1    1      2.04                1.80                
Pavarde621     Vardas621      5    3    4    2    6    4      4.00                4.00                
Pavarde622     Vardas622      8    10   10   9    2    6      6.72                7.20                
Pavarde623     Vardas623      9    3    7    9    8    5      5.88                6.20                
Pavarde624     Vardas624      3    3    7    3    1    9      6.76                6.60                
Pavarde625     Vardas625      2    2    4    6    8    6      5.36                5.20                
Pavarde626     Vardas626      8    10   2    3    8    3      4.28                5.00                
Pavarde627     Vardas627      3    9    7    10   10   6      6.72                7.20                
Pavarde628     Vardas628      9    10   5    2    1    9      7.56                7.40                
Pavarde629     Vardas629      5    8    5    2    8    4      4.64                4.40                
Pavarde630     Vardas630      10   10   5    10   10   7      7.80                8.20                
Pavarde631     Vardas631      2    6    10   9    7    9      8.12                8.20                
Pavarde632     Vardas632      3    2    3    8    4    8      6.40                6.00                
Pavarde633     Vardas633      7    8    7    2    3    3      3.96                4.60                
Pavarde634     Vardas634      5    8    10   5    5    1      3.24                2.60                
Pavarde635     Vardas635      8    4    1    6    9    7      6.44                6.60                
Pavarde636     Vardas636      4    10   2    8    9    8      7.44                8.00                
Pavarde637     Vardas637      6    4    5    1    4    9      7.00                7.00                
Pavarde638     Vardas638      6    6    4    1    9    5      5.08                5.40                
Pavarde639     Vardas639      8    10   4    5    9    3      4.68                5.00                
Pavarde640     Vardas640      5    3    10   1    3    5      4.76                4.20                
Pavarde641     Vardas641      8    1    8    5    6    6      5.84                6.00                
Pavarde642     Vardas642      9    4    8    6    4    5      5.48                5.40                
Pavarde643     Vardas643      2    7    1    7    3    4      4.00                3.60                
Pavarde644     Vardas644      2    2    1    8    1    10     7.12                6.80                
Pavarde645     Vardas645      7    9    3    3    3    8      6.80                6.00                
Pavarde646     Vardas646      4    3    2    10   2    3      3.48                3.00                
Pavarde647     Vardas647      8    3    1    8    7    3      3.96                4.60                
Pavarde648     Vardas648      8    10   10   4    5    3      4.76                5.00                
Pavarde649     Vardas649      5    7    5    4    3    7      6.12                6.20                
Pavarde650     Vardas650      8    7    3    3    4    6      5.60                5.20                
Pavarde651     Vardas651      7    4    10   4    9    8      7.52                7.60                
Pavarde652     Vardas652      9    4    4    7    9    5      5.64                5.80                
Pavarde653     Vardas653      2    7    4    6    1    10     7.60                7.60                
Pavarde654     Vardas654      5    5    7    4    3    6      5.52                5.60                
Pavarde655     Vardas655      6    2    1    7    9    7      6.20                6.60                
Pavarde656     Vardas656      8    7    5    7    8    7      7.00                7.00                
Pavarde657     Vardas657      10   5    8    6    3    1      3.16                3.00                
Pavarde658     Vardas658      7    2    6    8    5    6      5.84                6.00                
Pavarde659     Vardas659      3    5    9    4    1    5      4.76                4.60                
Pavarde660     Vardas660      9    1    10   5    2    2      3.36                3.20                
Pavarde661     Vardas661      2    3    4    4    10   1      2.44                2.20                
Pavarde662     Vardas662      6    6    10   7    2    3      4.28                4.20                
Pavarde663     Vardas663      3    7    10   6    3    2      3.52                3.60                
Pavarde664     Vardas664      8    3    5    7    3    5      5.08                5.00                
Pavarde665     Vardas665      8    8    2    4    4    9      7.48                7.00                
Pavarde666     Vardas666      4    1    5    7    8    2      3.20                3.20                
Pavarde667     Vardas667      4    4    1    3    7    8      6.32                6.40                
Pavarde668     Vardas668      3    4    2    4    2    10     7.20                7.20                
Pavarde669     Vardas669      6    1    2    4    8    10     7.68                7.60                
Pavarde670     Vardas670      8    1    1    10   3    1      2.44                1.80                
Pavarde671     Vardas671      3    8    4    5    6    2      3.28                3.20                
Pavarde672     Vardas672      10   9    4    2    5    2      3.60                3.20                
Pavarde673     Vardas673      9    10   3    4    3    4      4.72                4.00                
Pavarde674     Vardas674      7    7    3    7    6    8      7.20                7.60                
Pavarde675     Vardas675      6    10   2    3    4    7      6.20                5.80                
Pavarde676     Vardas676      7    9    1    3    6    9      7.48                7.80                
Pavarde677     Vardas677      9    7    3    9    9    2      4.16                4.80                
Pavarde678     Vardas678      10   2    2    8    5    8      6.96                6.80                
Pavarde679     Vardas679      1    9    10   3    5    1      2.84                2.60                
Pavarde680     Vardas680      5    9    1    10   1    4      4.48                4.40                
Pavarde681     Vardas681      2    10   10   4    7    5      5.64                5.80                
Pavarde682     Vardas682      4    10   9    10   1    3      4.52                5.40                
Pavarde683     Vardas683      1    8    3    8    6    4      4.48                4.80                
Pavarde684     Vardas684      3    5    2    7    5    3      3.56                3.80                
Pavarde685     Vardas685      1    9    6    7    10   4      5.04                5.20                
Pavarde686     Vardas686      6    4    9    1    10   3      4.20                4.20                
Pavarde687     Vardas687      2    1    6    8    10   4      4.56                4.80                
Pavarde688     Vardas688      6    8    2    9    6    3      4.28                4.20                
Pavarde689     Vardas689      8    9    9    3    9    10     9.04                9.60                
Pavarde690     Vardas690      9    6    1    9    10   1      3.40                4.20                
Pavarde691     Vardas691      1    8    7    10   8    3      4.52                5.00                
Pavarde692     Vardas692      9    8    2    8    6    6      6.24                6.80                
Pavarde693     Vardas693      6    9    1    2    5    9      7.24                7.40                
Pavarde694     Vardas694      5    4    1    10   8    10     8.24                8.00                
Pavarde695     Vardas695      3    3    10   3    8    5      5.16                4.20                
Pavarde696     Vardas696      9    9    4    4    3    4      4.72                4.00                
Pavarde697     Vardas697      10   10   6    6    10   2      4.56                5.20                
Pavarde698     Vardas698      1    8    9    9    4    5      5.48                6.20                
Pavarde699     Vardas699      6    5    3    1    2    10     7.36                7.20                
Pavarde700     Vardas700      2    9    8    5    2    1      2.68                2.60                
Pavarde701     Vardas701      7    9    5    10   5    8      7.68                7.60                
Pavarde702     Vardas702      6    8    1    8    8    6      6.08                6.80                
Pavarde703     Vardas703      1    4    4    7    10   10     8.08                7.60                
Pavarde704     Vardas704      5    10   9    3    8    6      6.40                6.80                
Pavarde705     Vardas705      8    6    8    6    8    10     8.88                9.20                
Pavarde706     Vardas706      10   1    10   1    9    1      3.08                4.20                
Pavarde707     Vardas707      9    6    2    3    10   6      6.00                6.00                
Pavarde708     Vardas708      9    2    5    6    7    7      6.52                6.60                
Pavarde709     Vardas709      3    9    9    5    10   6      6.48                7.20                
Pavarde710     Vardas710      2    4    1    6    8    2      2.88                2.80                
Pavarde711     Vardas711      10   9    4    6    6    7      7.00                6.60                
Pavarde712     Vardas712      5    7    8    6    6    4      4.96                4.80                
Pavarde713     Vardas713      5    10   9    3    8    6      6.40                6.80                
Pavarde714     Vardas714      4    7    9    2    2    7      6.12                5.80                
Pavarde715     Vardas715      8    2    4    9    9    1      3.16                3.80                
Pavarde716     Vardas716      8    4    4    4    9    8      7.12                6.40                
Pavarde717     Vardas717      10   6    1    5    3    6      5.60                5.60                
Pavarde718     Vardas718      8    5    3    5    6    1      2.76                2.60                
Pavarde719     Vardas719      7    2    10   10   9    2      4.24                4.80                
Pavarde720     Vardas720      9    2    3    8    8    4      4.80                5.60                
Pavarde721     Vardas721      2    10   5    1    10   7      6.44                6.20                
Pavarde722     Vardas722      3    4    8    8    6    7      6.52                6.60                
Pavarde723     Vardas723      9    10   6    6    1    9      7.96                7.80                
Pavarde724     Vardas724      5    1    5    2    9    3      3.56                3.80                
Pavarde725     Vardas725      4    7    6    2    4    4      4.24                4.00                
Pavarde726     Vardas726      3    6    3    1    1    4      3.52                3.60                
Pavarde727     Vardas727      2    8    4    7    5    7      6.28                6.20                
Pavarde728     Vardas728      8    6    7    1    5    6      5.76                6.00                
Pavarde729     Vardas729      8    1    7    5    5    8      6.88                6.80                
Pavarde730     Vardas730      3    9    2    6    7    2      3.36                3.60                
Pavarde731     Vardas731      10   1    3    2    9    5      5.00                4.20                
Pavarde732     Vardas732      6    5    3    3    1    2      2.64                2.40                
Pavarde733     Vardas733      6    5    4    4    5    1      2.52                2.60                
Pavarde734     Vardas734      8    1    4    1    10   6      5.52                5.20                
Pavarde735     Vardas735      3    2    3    2    1    7      5.08                5.00                
Pavarde736     Vardas736      1    7    9    1    6    9      7.32                7.80                
Pavarde737     Vardas737      7    10   3    9    7    6      6.48                6.40                
Pavarde738     Vardas738      10   6    5    10   6    3      4.76                4.20                
Pavarde739     Vardas739      9    6    4    6    5    1      3.00                3.00                
Pavarde740     Vardas740      2    5    2    6    7    1      2.36                2.60                
Pavarde741     Vardas741      7    10   10   1    10   8      7.84                8.80                
Pavarde742     Vardas742      1    3    9    4    9    6      5.68                5.20                
Pavarde743     Vardas743      5    4    3    8    2    4      4.16                4.00                
Pavarde744     Vardas744      8    4    3    6    6    8      6.96                7.20                
Pavarde745     Vardas745      3    7    1    1    1    8      5.84                5.20                
Pavarde746     Vardas746      2    8    8    2    5    2      3.20                3.20                
Pavarde747     Vardas747      8    10   2    5    1    3      3.88                3.80                
Pavarde748     Vardas748      10   5    6    9    5    1      3.40                3.00                
Pavarde749     Vardas749      6    3    5    6    1    9      7.08                7.40                
Pavarde750     Vardas750      9    8    2    9    1    3      4.12                5.00                
Pavarde751     Vardas751      4    3    2    3    8    10     7.60                7.20                
Pavarde752     Vardas752      2    9    3    1    10   1      2.60                1.80                
Pavarde753     Vardas753      8    4    8    10   5    4      5.20                5.60                
Pavarde754     Vardas754      10   2    6    9    3    6      6.00                6.00                
Pavarde755     Vardas755      9    3    6    1    2    10     7.68                7.20                
Pavarde756     Vardas756      5    1    4    9    3    7      5.96                5.80                
Pavarde757     Vardas757      6    10   7    6    6    3      4.60                4.20                
Pavarde758     Vardas758      5    2    1    3    3    8      5.92                6.00                
Pavarde759     Vardas759      8    10   4    2    4    10     8.24                7.60                
Pavarde760     Vardas760      4    3    9    4    8    10     8.24                7.60                
Pavarde761     Vardas761      4    2    10   10   7    8      7.44                7.60                
Pavarde762     Vardas762      4    5    3    1    9    6      5.36                5.20                
Pavarde763     Vardas763      10   6    1    4    5    7      6.28                6.20                
Pavarde764     Vardas764      1    10   7    3    8    5      5.32                5.80                
Pavarde765     Vardas765      3    5    3    3    3    5      4.36                4.20                
Pavarde766     Vardas766      10   2    1    1    10   9      7.32                6.20                
Pavarde767     Vardas767      10   2    7    7    8    7      6.92                7.00                
Pavarde768     Vardas768      4    4    3    9    9    2      3.52                2.80                
Pavarde769     Vardas769      10   5    1    2    2    3      3.40                2.60                
Pavarde770     Vardas770      4    2    2    2    10   10     7.60                6.80                
Pavarde771     Vardas771      7    8    8    3    4    2      3.60                4.00                
Pavarde772     Vardas772      3    9    6    3    4    3      3.80                3.40                
Pavarde773     Vardas773      9    4    4    3    4    10     7.92                7.60                
Pavarde774     Vardas774      1    1    10   7    10   5      5.32                5.80                
Pavarde775     Vardas775      9    1    9    6    2    4      4.56                4.80                
Pavarde776     Vardas776      9    3    10   5    4    8      7.28                6.80                
Pavarde777     Vardas777      9    5    2    10   7    5      5.64                5.80                
Pavarde778     Vardas778      2    8    7    8    5    2      3.60                4.00                
Pavarde779     Vardas779      6    1    3    3    5    9      6.84                6.60                
Pavarde780     Vardas780      10   3    8    10   7    2      4.24                4.40                
Pavarde781     Vardas781      3    4    3    10   1    10     7.68                7.20                
Pavarde782     Vardas782      4    6    10   9    5    10     8.72                8.40                
Pavarde783     Vardas783      4    4    4    8    8    9      7.64                7.00                
Pavarde784     Vardas784      4    7    1    8    4    2      3.12                2.80                
Pavarde785     Vardas785      5    7    3    3    6    6      5.52                5.60                
Pavarde786     Vardas786      8    3    5    5    3    10     7.92                8.00                
Pavarde787     Vardas787      7    5    1    4    10   3      3.96                3.80                
Pavarde788     Vardas788      10   7    3    1    1    10     7.76                7.20                
Pavarde789     Vardas789      7    9    6    3    3    3      4.04                4.20                
Pavarde790     Vardas790      7    1    2    3    9    7      5.96                5.40                
Pavarde791     Vardas791      2    4    5    6    5    4      4.16                4.40                
Pavarde792     Vardas792      3    8    4    10   2    9      7.56                7.00                
Pavarde793     Vardas793      2    3    10   7    1    2      3.04                2.40                
Pavarde794     Vardas794      6    6    7    6    3    10     8.24                8.40                
Pavarde795     Vardas795      7    2    5    8    6    3      4.04                4.20                
Pavarde796     Vardas796      7    10   7    4    8    6      6.48                6.40                
Pavarde797     Vardas797      6    9    1    2    10   9      7.64                7.80                
Pavarde798     Vardas798      3    6    5    10   7    5      5.48                5.40                
Pavarde799     Vardas799      7    9    8    8    10   6      6.96                6.80                
Pavarde800     Vardas800      3    5    2    9    2    8      6.48                6.00                
Pavarde801     Vardas801      3    9    4    7    7    2      3.60                4.00                
Pavarde802     Vardas802      9    1    9    7    7    4      5.04                5.20                
Pavarde803     Vardas803      10   8    2    2    2    2      3.12                2.00                
Pavarde804     Vardas804      5    9    7    6    4    3      4.28                4.20                
Pavarde805     Vardas805      1    3    9    10   1    4      4.32                3.60                
Pavarde806     Vardas806      4    4    5    10   6    7      6.52                6.20                
Pavarde807     Vardas807      6    10   1    6    4    1      2.76                3.00                
Pavarde808     Vardas808      5    1    1    3    1    8      5.68                5.20                
Pavarde809     Vardas809      9    6    3    8    6    7      6.76                6.60                
Pavarde810     Vardas810      1    8    10   6    7    4      4.96                5.20                
Pavarde811     Vardas811      6    6    1    9    7    4      4.72                4.80                
Pavarde812     Vardas812      9    1    7    10   7    6      6.32                6.40                
Pavarde813     Vardas813      2    3    5    7    5    9      7.16                7.40                
Pavarde814     Vardas814      7    8    8    10   8    8      8.08                8.00                
Pavarde815     Vardas815      1    4    6    3    8    9      7.16                7.00                
Pavarde816     Vardas816      3    8    5    7    5    8      7.04                6.80                
Pavarde817     Vardas817      10   9    5    1    3    8      7.04                6.80                
