Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde7577    Vardas7577     1    8    8    8    10   3      4.60                5.00                
Pavarde7761    Vardas7761     1    1    2    7    9    5      4.60                3.80                
Pavarde7605    Vardas7605     2    3    4    5    6    5      4.60                4.60                
Pavarde5700    Vardas5700     1    1    5    6    7    5      4.60                5.00                
Pavarde2157    Vardas2157     2    6    7    10   10   3      4.60                4.60                
Pavarde3561    Vardas3561     2    3    4    4    7    5      4.60                4.60                
Pavarde9431    Vardas9431     5    6    6    9    9    3      4.60                4.20                
Pavarde3205    Vardas3205     2    6    7    10   10   3      4.60                4.60                
Pavarde4134    Vardas4134     3    6    8    8    10   3      4.60                5.00                
Pavarde6560    Vardas6560     3    5    8    9    10   3      4.60                5.00                
Pavarde3535    Vardas3535     3    3    3    4    7    5      4.60                4.20                
Pavarde1254    Vardas1254     1    6    8    10   10   3      4.60                5.00                
Pavarde3405    Vardas3405     1    6    9    9    10   3      4.60                5.40                
Pavarde8765    Vardas8765     1    3    3    4    9    5      4.60                4.20                
Pavarde8741    Vardas8741     2    3    4    4    7    5      4.60                4.60                
Pavarde6352    Vardas6352     1    2    2    7    8    5      4.60                3.80                
Pavarde8883    Vardas8883     5    7    7    8    8    3      4.60                4.60                
Pavarde531     Vardas531      1    1    3    5    10   5      4.60                4.20                
Pavarde7260    Vardas7260     3    6    6    10   10   3      4.60                4.20                
Pavarde5557    Vardas5557     2    5    9    9    10   3      4.60                5.40                
Pavarde194     Vardas194      2    2    2    6    8    5      4.60                3.80                
Pavarde8323    Vardas8323     2    3    3    5    7    5      4.60                4.20                
Pavarde3248    Vardas3248     4    6    7    8    10   3      4.60                4.60                
Pavarde7325    Vardas7325     2    2    4    4    8    5      4.60                4.60                
Pavarde5415    Vardas5415     2    3    4    5    6    5      4.60                4.60                
Pavarde7223    Vardas7223     1    1    5    6    7    5      4.60                5.00                
Pavarde9062    Vardas9062     3    6    8    8    10   3      4.60                5.00                
Pavarde15      Vardas15       4    5    6    10   10   3      4.60                4.20                
Pavarde2178    Vardas2178     1    3    3    6    7    5      4.60                4.20                
Pavarde7406    Vardas7406     5    6    7    7    10   3      4.60                4.60                
Pavarde2396    Vardas2396     1    2    2    7    8    5      4.60                3.80                
Pavarde9045    Vardas9045     2    2    2    7    7    5      4.60                3.80                
Pavarde7041    Vardas7041     3    7    7    8    10   3      4.60                4.60                
Pavarde6922    Vardas6922     1    3    4    5    7    5      4.60                4.60                
Pavarde764     Vardas764      1    8    8    8    10   3      4.60                5.00                
Pavarde5275    Vardas5275     5    7    7    7    9    3      4.60                4.60                
Pavarde5653    Vardas5653     1    2    4    4    9    5      4.60                4.60                
Pavarde7457    Vardas7457     4    5    8    9    9    3      4.60                5.00                
Pavarde1369    Vardas1369     2    2    4    4    8    5      4.60                4.60                
Pavarde1724    Vardas1724     4    5    8    8    10   3      4.60                5.00                
Pavarde5061    Vardas5061     3    7    7    8    10   3      4.60                4.60                
Pavarde8990    Vardas8990     4    7    7    8    9    3      4.60                4.60                
Pavarde8421    Vardas8421     2    2    3    5    8    5      4.60                4.20                
Pavarde4291    Vardas4291     1    7    8    9    10   3      4.60                5.00                
Pavarde3942    Vardas3942     2    3    3    4    8    5      4.60                4.20                
Pavarde6250    Vardas6250     1    3    3    4    9    5      4.60                4.20                
Pavarde6693    Vardas6693     2    2    4    5    7    5      4.60                4.60                
Pavarde3334    Vardas3334     4    4    8    9    10   3      4.60                5.00                
Pavarde9758    Vardas9758     1    2    2    6    9    5      4.60                3.80                
Pavarde7875    Vardas7875     1    1    4    7    7    5      4.60                4.60                
Pavarde2284    Vardas2284     3    6    8    8    10   3      4.60                5.00                
Pavarde6362    Vardas6362     5    6    7    7    10   3      4.60                4.60                
Pavarde7916    Vardas7916     1    1    2    7    9    5      4.60                3.80                
Pavarde8646    Vardas8646     5    6    7    8    9    3      4.60                4.60                
Pavarde6448    Vardas6448     1    1    3    7    8    5      4.60                4.20                
Pavarde5327    Vardas5327     4    4    9    9    9    3      4.60                5.40                
Pavarde1498    Vardas1498     2    4    4    8    9    4      4.56                4.00                
Pavarde1959    Vardas1959     2    5    6    7    7    4      4.56                4.80                
Pavarde3597    Vardas3597     3    4    5    6    9    4      4.56                4.40                
Pavarde6571    Vardas6571     2    3    5    8    9    4      4.56                4.40                
Pavarde7838    Vardas7838     1    3    5    8    10   4      4.56                4.40                
Pavarde1278    Vardas1278     1    3    7    8    8    4      4.56                5.20                
Pavarde5739    Vardas5739     3    5    5    6    8    4      4.56                4.40                
Pavarde6050    Vardas6050     6    8    9    9    10   2      4.56                4.80                
Pavarde4585    Vardas4585     1    2    6    8    10   4      4.56                4.80                
Pavarde5999    Vardas5999     1    3    5    8    10   4      4.56                4.40                
Pavarde5365    Vardas5365     2    3    6    7    9    4      4.56                4.80                
Pavarde4086    Vardas4086     2    4    4    7    10   4      4.56                4.00                
Pavarde6953    Vardas6953     2    4    5    7    9    4      4.56                4.40                
Pavarde9857    Vardas9857     1    2    4    10   10   4      4.56                4.00                
Pavarde1142    Vardas1142     3    3    5    7    9    4      4.56                4.40                
Pavarde9018    Vardas9018     4    4    4    5    10   4      4.56                4.00                
Pavarde702     Vardas702      1    4    4    8    10   4      4.56                4.00                
Pavarde2435    Vardas2435     3    3    4    7    10   4      4.56                4.00                
Pavarde9563    Vardas9563     1    4    4    9    9    4      4.56                4.00                
Pavarde9852    Vardas9852     1    2    5    9    10   4      4.56                4.40                
Pavarde9833    Vardas9833     2    3    6    7    9    4      4.56                4.80                
Pavarde4550    Vardas4550     2    5    5    7    8    4      4.56                4.40                
Pavarde8975    Vardas8975     1    2    7    8    9    4      4.56                5.20                
Pavarde5702    Vardas5702     1    3    5    8    10   4      4.56                4.40                
Pavarde7279    Vardas7279     1    3    7    7    9    4      4.56                5.20                
Pavarde1232    Vardas1232     1    5    6    7    8    4      4.56                4.80                
Pavarde74      Vardas74       7    7    9    9    10   2      4.56                4.80                
Pavarde506     Vardas506      3    3    6    6    9    4      4.56                4.80                
Pavarde1623    Vardas1623     2    4    5    8    8    4      4.56                4.40                
Pavarde7715    Vardas7715     2    2    5    9    9    4      4.56                4.40                
Pavarde693     Vardas693      2    2    3    10   10   4      4.56                3.60                
Pavarde6511    Vardas6511     3    4    4    6    10   4      4.56                4.00                
Pavarde4169    Vardas4169     4    9    9    10   10   2      4.56                4.80                
Pavarde9883    Vardas9883     1    1    6    9    10   4      4.56                4.80                
Pavarde5023    Vardas5023     4    4    5    5    9    4      4.56                4.40                
Pavarde6281    Vardas6281     1    2    7    8    9    4      4.56                5.20                
Pavarde7999    Vardas7999     6    8    8    10   10   2      4.56                4.40                
Pavarde3577    Vardas3577     2    3    5    7    10   4      4.56                4.40                
Pavarde9095    Vardas9095     1    3    6    8    9    4      4.56                4.80                
Pavarde5770    Vardas5770     6    8    8    10   10   2      4.56                4.40                
Pavarde3647    Vardas3647     1    3    5    8    10   4      4.56                4.40                
Pavarde7881    Vardas7881     1    4    6    7    9    4      4.56                4.80                
Pavarde977     Vardas977      3    4    5    5    10   4      4.56                4.40                
Pavarde9449    Vardas9449     1    2    6    9    9    4      4.56                4.80                
Pavarde8664    Vardas8664     2    4    4    8    9    4      4.56                4.00                
Pavarde7114    Vardas7114     3    4    5    6    9    4      4.56                4.40                
Pavarde1033    Vardas1033     2    3    3    9    10   4      4.56                3.60                
Pavarde6810    Vardas6810     2    4    7    7    7    4      4.56                5.20                
Pavarde3774    Vardas3774     1    2    7    8    9    4      4.56                5.20                
Pavarde7907    Vardas7907     1    4    6    8    8    4      4.56                4.80                
Pavarde8723    Vardas8723     2    4    6    7    8    4      4.56                4.80                
Pavarde3968    Vardas3968     2    3    6    6    10   4      4.56                4.80                
Pavarde2775    Vardas2775     2    5    5    7    8    4      4.56                4.40                
Pavarde3967    Vardas3967     2    2    7    8    8    4      4.56                5.20                
Pavarde7235    Vardas7235     3    5    5    7    7    4      4.56                4.40                
Pavarde5252    Vardas5252     1    3    6    7    10   4      4.56                4.80                
Pavarde6898    Vardas6898     7    8    8    9    10   2      4.56                4.40                
Pavarde782     Vardas782      1    3    7    8    8    4      4.56                5.20                
Pavarde2726    Vardas2726     1    3    5    8    10   4      4.56                4.40                
Pavarde2365    Vardas2365     3    4    6    6    8    4      4.56                4.80                
Pavarde7767    Vardas7767     1    2    5    9    10   4      4.56                4.40                
Pavarde1523    Vardas1523     1    4    5    8    9    4      4.56                4.40                
Pavarde5318    Vardas5318     3    5    5    6    8    4      4.56                4.40                
Pavarde1924    Vardas1924     2    2    2    2    4    6      4.56                4.40                
Pavarde8557    Vardas8557     1    2    2    3    4    6      4.56                4.40                
Pavarde8562    Vardas8562     1    2    2    3    4    6      4.56                4.40                
Pavarde6668    Vardas6668     1    1    1    4    5    6      4.56                4.00                
Pavarde6472    Vardas6472     5    5    5    9    10   3      4.52                3.80                
Pavarde4588    Vardas4588     5    6    7    7    9    3      4.52                4.60                
Pavarde718     Vardas718      4    6    6    9    9    3      4.52                4.20                
Pavarde891     Vardas891      2    2    5    5    5    5      4.52                5.00                
Pavarde5174    Vardas5174     1    3    10   10   10   3      4.52                5.80                
Pavarde7559    Vardas7559     1    3    5    5    5    5      4.52                5.00                
Pavarde9410    Vardas9410     1    6    9    9    9    3      4.52                5.40                
Pavarde7901    Vardas7901     3    6    6    9    10   3      4.52                4.20                
Pavarde3233    Vardas3233     1    4    9    10   10   3      4.52                5.40                
Pavarde3695    Vardas3695     1    6    8    9    10   3      4.52                5.00                
Pavarde4685    Vardas4685     1    2    4    5    7    5      4.52                4.60                
Pavarde5746    Vardas5746     3    5    6    10   10   3      4.52                4.20                
Pavarde3096    Vardas3096     1    5    9    9    10   3      4.52                5.40                
Pavarde3351    Vardas3351     2    6    6    10   10   3      4.52                4.20                
Pavarde7591    Vardas7591     2    6    8    8    10   3      4.52                5.00                
Pavarde3700    Vardas3700     1    3    3    5    7    5      4.52                4.20                
Pavarde3472    Vardas3472     1    2    4    5    7    5      4.52                4.60                
Pavarde9035    Vardas9035     5    6    7    8    8    3      4.52                4.60                
Pavarde6426    Vardas6426     1    2    2    5    9    5      4.52                3.80                
Pavarde4415    Vardas4415     1    3    4    4    7    5      4.52                4.60                
Pavarde1122    Vardas1122     4    6    6    8    10   3      4.52                4.20                
Pavarde295     Vardas295      2    3    4    5    5    5      4.52                4.60                
Pavarde9660    Vardas9660     3    4    4    4    4    5      4.52                4.60                
Pavarde264     Vardas264      5    6    7    7    9    3      4.52                4.60                
Pavarde6225    Vardas6225     4    7    7    8    8    3      4.52                4.60                
Pavarde2626    Vardas2626     1    1    2    5    10   5      4.52                3.80                
Pavarde7167    Vardas7167     1    1    4    4    9    5      4.52                4.60                
Pavarde6983    Vardas6983     2    5    8    9    10   3      4.52                5.00                
Pavarde2283    Vardas2283     1    1    4    5    8    5      4.52                4.60                
Pavarde9893    Vardas9893     5    5    7    8    9    3      4.52                4.60                
Pavarde4848    Vardas4848     1    2    2    5    9    5      4.52                3.80                
Pavarde5454    Vardas5454     1    3    4    5    6    5      4.52                4.60                
Pavarde7396    Vardas7396     5    7    7    7    8    3      4.52                4.60                
Pavarde3165    Vardas3165     1    1    3    7    7    5      4.52                4.20                
Pavarde7908    Vardas7908     4    6    7    8    9    3      4.52                4.60                
Pavarde807     Vardas807      2    2    2    4    9    5      4.52                3.80                
Pavarde4074    Vardas4074     1    7    8    8    10   3      4.52                5.00                
Pavarde550     Vardas550      1    2    3    4    9    5      4.52                4.20                
Pavarde261     Vardas261      1    3    3    5    7    5      4.52                4.20                
Pavarde8072    Vardas8072     5    5    8    8    8    3      4.52                5.00                
Pavarde2392    Vardas2392     1    1    1    7    9    5      4.52                3.40                
Pavarde1173    Vardas1173     1    6    8    9    10   3      4.52                5.00                
Pavarde6686    Vardas6686     2    2    3    5    7    5      4.52                4.20                
Pavarde8092    Vardas8092     4    5    6    9    10   3      4.52                4.20                
Pavarde947     Vardas947      4    6    6    8    10   3      4.52                4.20                
Pavarde1808    Vardas1808     1    2    3    5    8    5      4.52                4.20                
Pavarde736     Vardas736      4    4    6    10   10   3      4.52                4.20                
Pavarde4673    Vardas4673     2    7    7    9    9    3      4.52                4.60                
Pavarde6704    Vardas6704     1    2    4    4    8    5      4.52                4.60                
Pavarde9384    Vardas9384     2    2    4    5    6    5      4.52                4.60                
Pavarde4823    Vardas4823     5    5    6    8    10   3      4.52                4.20                
Pavarde3178    Vardas3178     4    6    7    8    9    3      4.52                4.60                
Pavarde5326    Vardas5326     2    6    7    9    10   3      4.52                4.60                
Pavarde2603    Vardas2603     3    7    7    8    9    3      4.52                4.60                
Pavarde1326    Vardas1326     1    7    8    8    10   3      4.52                5.00                
Pavarde8823    Vardas8823     2    2    2    6    7    5      4.52                3.80                
Pavarde4523    Vardas4523     1    2    3    4    9    5      4.52                4.20                
Pavarde1220    Vardas1220     1    3    4    4    7    5      4.52                4.60                
Pavarde4775    Vardas4775     1    2    4    5    7    5      4.52                4.60                
Pavarde5101    Vardas5101     2    7    7    8    10   3      4.52                4.60                
Pavarde7755    Vardas7755     1    7    8    9    9    3      4.52                5.00                
Pavarde1513    Vardas1513     2    2    4    4    7    5      4.52                4.60                
Pavarde9818    Vardas9818     1    1    1    7    9    5      4.52                3.40                
Pavarde8528    Vardas8528     2    5    7    10   10   3      4.52                4.60                
Pavarde1655    Vardas1655     1    6    8    9    10   3      4.52                5.00                
Pavarde1380    Vardas1380     1    1    3    5    9    5      4.52                4.20                
Pavarde6515    Vardas6515     4    6    7    8    9    3      4.52                4.60                
Pavarde2007    Vardas2007     2    6    8    8    10   3      4.52                5.00                
Pavarde2912    Vardas2912     2    4    8    10   10   3      4.52                5.00                
Pavarde5768    Vardas5768     1    7    7    9    10   3      4.52                4.60                
Pavarde3225    Vardas3225     3    5    8    8    10   3      4.52                5.00                
Pavarde7802    Vardas7802     1    2    3    3    10   5      4.52                4.20                
Pavarde9256    Vardas9256     4    6    7    7    10   3      4.52                4.60                
Pavarde4130    Vardas4130     2    3    4    4    6    5      4.52                4.60                
Pavarde8721    Vardas8721     1    2    3    5    8    5      4.52                4.20                
Pavarde3340    Vardas3340     1    1    6    8    10   4      4.48                4.80                
Pavarde4637    Vardas4637     2    3    5    7    9    4      4.48                4.40                
Pavarde1412    Vardas1412     1    4    4    8    9    4      4.48                4.00                
Pavarde552     Vardas552      1    4    5    8    8    4      4.48                4.40                
Pavarde7662    Vardas7662     2    3    4    7    10   4      4.48                4.00                
Pavarde7084    Vardas7084     3    4    4    5    10   4      4.48                4.00                
Pavarde7067    Vardas7067     1    3    7    7    8    4      4.48                5.20                
Pavarde9850    Vardas9850     2    4    6    7    7    4      4.48                4.80                
Pavarde8167    Vardas8167     4    5    5    6    6    4      4.48                4.40                
Pavarde9060    Vardas9060     1    1    2    3    4    6      4.48                4.40                
Pavarde8368    Vardas8368     1    2    7    7    9    4      4.48                5.20                
Pavarde9129    Vardas9129     3    5    5    6    7    4      4.48                4.40                
Pavarde1634    Vardas1634     1    6    6    6    7    4      4.48                4.80                
Pavarde8972    Vardas8972     3    3    6    7    7    4      4.48                4.80                
Pavarde8094    Vardas8094     1    1    7    8    9    4      4.48                5.20                
Pavarde9914    Vardas9914     3    3    4    8    8    4      4.48                4.00                
Pavarde4542    Vardas4542     2    4    6    6    8    4      4.48                4.80                
Pavarde1806    Vardas1806     2    2    5    8    9    4      4.48                4.40                
Pavarde6498    Vardas6498     2    4    5    5    10   4      4.48                4.40                
Pavarde7543    Vardas7543     2    2    6    7    9    4      4.48                4.80                
Pavarde7801    Vardas7801     1    2    6    7    10   4      4.48                4.80                
Pavarde9626    Vardas9626     2    4    4    7    9    4      4.48                4.00                
Pavarde2154    Vardas2154     2    3    5    6    10   4      4.48                4.40                
Pavarde974     Vardas974      2    4    4    6    10   4      4.48                4.00                
Pavarde2504    Vardas2504     2    4    5    5    10   4      4.48                4.40                
Pavarde3201    Vardas3201     2    3    6    6    9    4      4.48                4.80                
Pavarde3533    Vardas3533     1    2    7    7    9    4      4.48                5.20                
Pavarde8252    Vardas8252     1    4    6    6    9    4      4.48                4.80                
Pavarde5074    Vardas5074     3    3    4    6    10   4      4.48                4.00                
Pavarde4711    Vardas4711     1    5    5    5    10   4      4.48                4.40                
Pavarde9237    Vardas9237     1    3    6    7    9    4      4.48                4.80                
Pavarde7560    Vardas7560     3    3    3    7    10   4      4.48                3.60                
Pavarde1436    Vardas1436     2    3    5    6    10   4      4.48                4.40                
Pavarde3017    Vardas3017     3    3    4    7    9    4      4.48                4.00                
Pavarde9178    Vardas9178     1    1    7    8    9    4      4.48                5.20                
Pavarde8882    Vardas8882     2    5    5    5    9    4      4.48                4.40                
Pavarde8104    Vardas8104     2    3    5    8    8    4      4.48                4.40                
Pavarde9011    Vardas9011     1    3    7    7    8    4      4.48                5.20                
Pavarde7140    Vardas7140     1    2    4    9    10   4      4.48                4.00                
Pavarde8827    Vardas8827     2    3    5    7    9    4      4.48                4.40                
Pavarde7919    Vardas7919     4    4    5    6    7    4      4.48                4.40                
Pavarde7578    Vardas7578     1    3    6    6    10   4      4.48                4.80                
Pavarde6299    Vardas6299     2    5    5    6    8    4      4.48                4.40                
Pavarde3520    Vardas3520     1    2    6    7    10   4      4.48                4.80                
Pavarde5542    Vardas5542     3    3    4    6    10   4      4.48                4.00                
Pavarde5380    Vardas5380     3    4    4    7    8    4      4.48                4.00                
Pavarde8863    Vardas8863     2    3    6    6    9    4      4.48                4.80                
Pavarde1022    Vardas1022     2    3    5    7    9    4      4.48                4.40                
Pavarde4519    Vardas4519     3    5    5    6    7    4      4.48                4.40                
Pavarde9876    Vardas9876     7    8    8    9    9    2      4.48                4.40                
Pavarde6688    Vardas6688     6    6    9    10   10   2      4.48                4.80                
Pavarde8579    Vardas8579     4    8    9    10   10   2      4.48                4.80                
Pavarde4639    Vardas4639     7    8    8    8    10   2      4.48                4.40                
Pavarde1739    Vardas1739     6    7    9    9    10   2      4.48                4.80                
Pavarde3380    Vardas3380     2    9    10   10   10   2      4.48                5.20                
Pavarde4091    Vardas4091     5    8    9    9    10   2      4.48                4.80                
Pavarde1955    Vardas1955     6    7    9    9    10   2      4.48                4.80                
Pavarde8892    Vardas8892     6    7    8    10   10   2      4.48                4.40                
Pavarde8860    Vardas8860     5    8    9    9    10   2      4.48                4.80                
Pavarde958     Vardas958      2    9    10   10   10   2      4.48                5.20                
Pavarde9848    Vardas9848     5    7    9    10   10   2      4.48                4.80                
Pavarde6305    Vardas6305     1    1    2    5    9    5      4.44                3.80                
Pavarde868     Vardas868      1    2    2    5    8    5      4.44                3.80                
Pavarde9692    Vardas9692     2    2    2    4    8    5      4.44                3.80                
Pavarde2289    Vardas2289     1    3    3    5    6    5      4.44                4.20                
Pavarde3738    Vardas3738     1    2    3    6    6    5      4.44                4.20                
Pavarde3366    Vardas3366     1    2    3    6    6    5      4.44                4.20                
Pavarde7736    Vardas7736     1    2    4    5    6    5      4.44                4.60                
Pavarde799     Vardas799      2    2    3    4    7    5      4.44                4.20                
Pavarde9089    Vardas9089     1    1    5    5    6    5      4.44                5.00                
Pavarde6771    Vardas6771     1    2    4    5    6    5      4.44                4.60                
Pavarde3829    Vardas3829     1    2    2    3    10   5      4.44                3.80                
Pavarde1835    Vardas1835     1    3    4    5    5    5      4.44                4.60                
Pavarde1931    Vardas1931     1    1    3    6    7    5      4.44                4.20                
Pavarde479     Vardas479      1    2    2    6    7    5      4.44                3.80                
Pavarde4994    Vardas4994     1    1    3    6    7    5      4.44                4.20                
Pavarde9261    Vardas9261     1    2    3    5    7    5      4.44                4.20                
Pavarde2724    Vardas2724     1    3    4    4    6    5      4.44                4.60                
Pavarde9226    Vardas9226     1    2    2    5    8    5      4.44                3.80                
Pavarde5970    Vardas5970     3    3    3    4    5    5      4.44                4.20                
Pavarde3204    Vardas3204     5    5    6    8    9    3      4.44                4.20                
Pavarde5654    Vardas5654     4    5    7    8    9    3      4.44                4.60                
Pavarde3568    Vardas3568     2    4    7    10   10   3      4.44                4.60                
Pavarde5414    Vardas5414     2    6    7    8    10   3      4.44                4.60                
Pavarde2293    Vardas2293     4    6    7    7    9    3      4.44                4.60                
Pavarde6734    Vardas6734     4    5    7    8    9    3      4.44                4.60                
Pavarde2472    Vardas2472     2    4    7    10   10   3      4.44                4.60                
Pavarde2769    Vardas2769     2    3    9    9    10   3      4.44                5.40                
Pavarde8625    Vardas8625     4    4    6    9    10   3      4.44                4.20                
Pavarde5622    Vardas5622     4    4    6    9    10   3      4.44                4.20                
Pavarde6874    Vardas6874     4    4    7    8    10   3      4.44                4.60                
Pavarde280     Vardas280      5    5    7    7    9    3      4.44                4.60                
Pavarde4968    Vardas4968     3    5    6    9    10   3      4.44                4.20                
Pavarde9077    Vardas9077     3    4    7    9    10   3      4.44                4.60                
Pavarde6068    Vardas6068     1    6    7    9    10   3      4.44                4.60                
Pavarde3699    Vardas3699     1    5    8    9    10   3      4.44                5.00                
Pavarde9759    Vardas9759     4    4    6    9    10   3      4.44                4.20                
Pavarde8933    Vardas8933     1    4    8    10   10   3      4.44                5.00                
Pavarde8599    Vardas8599     2    4    8    9    10   3      4.44                5.00                
Pavarde5442    Vardas5442     1    6    8    8    10   3      4.44                5.00                
Pavarde8964    Vardas8964     2    4    9    9    9    3      4.44                5.40                
Pavarde9595    Vardas9595     1    5    8    9    10   3      4.44                5.00                
Pavarde6559    Vardas6559     3    4    7    9    10   3      4.44                4.60                
Pavarde2549    Vardas2549     3    5    7    8    10   3      4.44                4.60                
Pavarde166     Vardas166      1    4    9    9    10   3      4.44                5.40                
Pavarde5786    Vardas5786     4    5    7    8    9    3      4.44                4.60                
Pavarde4974    Vardas4974     2    7    8    8    8    3      4.44                5.00                
Pavarde3618    Vardas3618     2    7    7    8    9    3      4.44                4.60                
Pavarde9632    Vardas9632     5    6    7    7    8    3      4.44                4.60                
Pavarde3184    Vardas3184     3    5    6    9    10   3      4.44                4.20                
Pavarde9978    Vardas9978     3    6    7    7    10   3      4.44                4.60                
Pavarde2522    Vardas2522     2    5    8    8    10   3      4.44                5.00                
Pavarde8055    Vardas8055     4    6    6    8    9    3      4.44                4.20                
Pavarde343     Vardas343      1    5    8    9    10   3      4.44                5.00                
Pavarde942     Vardas942      4    6    7    8    8    3      4.44                4.60                
Pavarde8879    Vardas8879     3    5    6    9    10   3      4.44                4.20                
Pavarde2087    Vardas2087     2    4    8    9    10   3      4.44                5.00                
Pavarde8309    Vardas8309     4    4    5    10   10   3      4.44                3.80                
Pavarde2891    Vardas2891     3    5    6    9    10   3      4.44                4.20                
Pavarde2897    Vardas2897     3    6    6    9    9    3      4.44                4.20                
Pavarde3958    Vardas3958     2    5    7    9    10   3      4.44                4.60                
Pavarde4552    Vardas4552     1    5    9    9    9    3      4.44                5.40                
Pavarde6317    Vardas6317     2    6    7    8    10   3      4.44                4.60                
Pavarde5665    Vardas5665     3    5    6    9    10   3      4.44                4.20                
Pavarde6051    Vardas6051     2    5    7    9    10   3      4.44                4.60                
Pavarde2959    Vardas2959     4    4    5    10   10   3      4.44                3.80                
Pavarde4955    Vardas4955     2    5    7    9    10   3      4.44                4.60                
Pavarde4288    Vardas4288     1    6    6    10   10   3      4.44                4.20                
Pavarde2707    Vardas2707     2    3    3    8    9    4      4.40                3.60                
Pavarde6163    Vardas6163     1    5    5    6    8    4      4.40                4.40                
Pavarde3742    Vardas3742     1    3    4    7    10   4      4.40                4.00                
Pavarde806     Vardas806      3    3    5    6    8    4      4.40                4.40                
Pavarde1741    Vardas1741     1    4    6    7    7    4      4.40                4.80                
Pavarde2123    Vardas2123     2    4    5    5    9    4      4.40                4.40                
Pavarde6337    Vardas6337     1    1    6    7    10   4      4.40                4.80                
Pavarde4957    Vardas4957     3    5    5    6    6    4      4.40                4.40                
Pavarde9340    Vardas9340     1    4    5    7    8    4      4.40                4.40                
Pavarde8071    Vardas8071     2    3    4    8    8    4      4.40                4.00                
Pavarde7351    Vardas7351     1    1    3    10   10   4      4.40                3.60                
Pavarde7353    Vardas7353     1    2    6    8    8    4      4.40                4.80                
Pavarde7941    Vardas7941     3    3    5    6    8    4      4.40                4.40                
Pavarde4407    Vardas4407     1    2    4    8    10   4      4.40                4.00                
Pavarde4321    Vardas4321     3    4    5    5    8    4      4.40                4.40                
Pavarde2893    Vardas2893     1    2    3    9    10   4      4.40                3.60                
Pavarde2989    Vardas2989     1    2    5    7    10   4      4.40                4.40                
Pavarde9189    Vardas9189     2    2    4    7    10   4      4.40                4.00                
Pavarde7604    Vardas7604     1    5    6    6    7    4      4.40                4.80                
Pavarde3487    Vardas3487     1    5    5    6    8    4      4.40                4.40                
Pavarde4394    Vardas4394     1    2    6    7    9    4      4.40                4.80                
Pavarde9829    Vardas9829     1    4    5    6    9    4      4.40                4.40                
Pavarde153     Vardas153      6    6    9    9    10   2      4.40                4.80                
Pavarde2250    Vardas2250     2    3    4    6    10   4      4.40                4.00                
Pavarde7070    Vardas7070     2    4    5    5    9    4      4.40                4.40                
Pavarde7063    Vardas7063     1    3    5    6    10   4      4.40                4.40                
Pavarde7369    Vardas7369     5    7    8    10   10   2      4.40                4.40                
Pavarde8041    Vardas8041     2    2    5    8    8    4      4.40                4.40                
Pavarde7754    Vardas7754     2    3    4    6    10   4      4.40                4.00                
Pavarde8467    Vardas8467     1    3    4    8    9    4      4.40                4.00                
Pavarde4108    Vardas4108     3    7    10   10   10   2      4.40                5.20                
Pavarde5438    Vardas5438     2    3    6    6    8    4      4.40                4.80                
Pavarde4158    Vardas4158     2    2    5    8    8    4      4.40                4.40                
Pavarde4420    Vardas4420     2    2    5    6    10   4      4.40                4.40                
Pavarde4897    Vardas4897     2    3    4    6    10   4      4.40                4.00                
Pavarde3072    Vardas3072     2    2    6    7    8    4      4.40                4.80                
Pavarde7819    Vardas7819     1    5    5    5    9    4      4.40                4.40                
Pavarde2481    Vardas2481     2    8    10   10   10   2      4.40                5.20                
Pavarde8761    Vardas8761     2    4    5    5    9    4      4.40                4.40                
Pavarde6549    Vardas6549     4    8    9    9    10   2      4.40                4.80                
Pavarde9370    Vardas9370     1    5    6    6    7    4      4.40                4.80                
Pavarde2976    Vardas2976     3    4    5    6    7    4      4.40                4.40                
Pavarde6131    Vardas6131     2    3    5    7    8    4      4.40                4.40                
Pavarde1383    Vardas1383     3    5    5    6    6    4      4.40                4.40                
Pavarde7872    Vardas7872     1    4    5    7    8    4      4.40                4.40                
Pavarde7199    Vardas7199     3    3    4    5    10   4      4.40                4.00                
Pavarde7892    Vardas7892     3    3    5    7    7    4      4.40                4.40                
Pavarde976     Vardas976      1    1    5    9    9    4      4.40                4.40                
Pavarde4412    Vardas4412     2    3    4    8    8    4      4.40                4.00                
Pavarde647     Vardas647      3    8    9    10   10   2      4.40                4.80                
Pavarde5450    Vardas5450     1    1    1    2    5    6      4.40                4.00                
Pavarde1427    Vardas1427     1    3    3    9    9    4      4.40                3.60                
Pavarde118     Vardas118      3    4    5    6    7    4      4.40                4.40                
Pavarde4076    Vardas4076     1    1    4    9    10   4      4.40                4.00                
Pavarde5494    Vardas5494     2    3    4    7    9    4      4.40                4.00                
Pavarde8403    Vardas8403     1    3    4    8    9    4      4.40                4.00                
Pavarde4271    Vardas4271     5    7    9    9    10   2      4.40                4.80                
Pavarde8810    Vardas8810     6    6    8    10   10   2      4.40                4.40                
Pavarde8011    Vardas8011     3    3    4    7    8    4      4.40                4.00                
Pavarde1927    Vardas1927     6    6    9    9    10   2      4.40                4.80                
Pavarde3466    Vardas3466     2    3    4    6    10   4      4.40                4.00                
Pavarde6067    Vardas6067     1    2    5    8    9    4      4.40                4.40                
Pavarde6681    Vardas6681     6    7    8    9    10   2      4.40                4.40                
