Pavarde        Vardas         ND1  ND2  ND3  ND4  ND5  EGZ    Galutinis (Vid.)    Galutinis (Med.)    
Pavarde736     Vardas736      2    3    4    4    8    10     7.68                7.60                
Pavarde1270    Vardas1270     3    3    4    5    6    10     7.68                7.60                
Pavarde3686    Vardas3686     5    5    7    9    10   8      7.68                7.60                
Pavarde5175    Vardas5175     1    6    9    10   10   8      7.68                8.40                
Pavarde623     Vardas623      1    2    3    7    8    10     7.68                7.20                
Pavarde6654    Vardas6654     5    6    7    9    9    8      7.68                7.60                
Pavarde6333    Vardas6333     2    6    8    10   10   8      7.68                8.00                
Pavarde8753    Vardas8753     6    6    7    7    10   8      7.68                7.60                
Pavarde6392    Vardas6392     2    5    9    10   10   8      7.68                8.40                
Pavarde4837    Vardas4837     1    1    2    8    9    10     7.68                6.80                
Pavarde5750    Vardas5750     6    8    9    10   10   7      7.64                7.80                
Pavarde4479    Vardas4479     3    5    5    7    8    9      7.64                7.40                
Pavarde5101    Vardas5101     1    4    6    8    9    9      7.64                7.80                
Pavarde3912    Vardas3912     1    4    7    8    8    9      7.64                8.20                
Pavarde6430    Vardas6430     1    1    7    9    10   9      7.64                8.20                
Pavarde34      Vardas34       1    1    8    8    10   9      7.64                8.60                
Pavarde4578    Vardas4578     2    3    5    8    10   9      7.64                7.40                
Pavarde1125    Vardas1125     1    4    5    8    10   9      7.64                7.40                
Pavarde4701    Vardas4701     2    2    7    8    9    9      7.64                8.20                
Pavarde184     Vardas184      1    2    7    8    10   9      7.64                8.20                
Pavarde9185    Vardas9185     1    2    8    8    9    9      7.64                8.60                
Pavarde7220    Vardas7220     2    4    5    8    9    9      7.64                7.40                
Pavarde9574    Vardas9574     1    5    5    7    10   9      7.64                7.40                
Pavarde2855    Vardas2855     2    2    7    8    9    9      7.64                8.20                
Pavarde870     Vardas870      1    4    7    7    9    9      7.64                8.20                
Pavarde9336    Vardas9336     1    2    7    9    9    9      7.64                8.20                
Pavarde7726    Vardas7726     3    4    5    7    9    9      7.64                7.40                
Pavarde4988    Vardas4988     2    4    5    8    9    9      7.64                7.40                
Pavarde4511    Vardas4511     1    4    6    7    10   9      7.64                7.80                
Pavarde1636    Vardas1636     1    4    6    7    10   9      7.64                7.80                
Pavarde7008    Vardas7008     1    2    8    8    9    9      7.64                8.60                
Pavarde5532    Vardas5532     3    5    5    6    9    9      7.64                7.40                
Pavarde1703    Vardas1703     1    3    7    7    10   9      7.64                8.20                
Pavarde3690    Vardas3690     7    8    9    9    10   7      7.64                7.80                
Pavarde3894    Vardas3894     1    5    6    8    8    9      7.64                7.80                
Pavarde4526    Vardas4526     1    4    6    7    10   9      7.64                7.80                
Pavarde7812    Vardas7812     1    3    6    8    10   9      7.64                7.80                
Pavarde2818    Vardas2818     2    4    6    6    10   9      7.64                7.80                
Pavarde1312    Vardas1312     3    4    6    7    8    9      7.64                7.80                
Pavarde1879    Vardas1879     2    3    5    8    10   9      7.64                7.40                
Pavarde3065    Vardas3065     2    2    6    8    10   9      7.64                7.80                
Pavarde9750    Vardas9750     2    4    7    7    8    9      7.64                8.20                
Pavarde2345    Vardas2345     2    5    6    7    8    9      7.64                7.80                
Pavarde8165    Vardas8165     3    5    5    6    9    9      7.64                7.40                
Pavarde4619    Vardas4619     1    5    5    7    10   9      7.64                7.40                
Pavarde1513    Vardas1513     2    3    6    7    10   9      7.64                7.80                
Pavarde5609    Vardas5609     2    4    6    8    8    9      7.64                7.80                
Pavarde6003    Vardas6003     4    5    5    5    9    9      7.64                7.40                
Pavarde2693    Vardas2693     2    6    6    7    7    9      7.64                7.80                
Pavarde368     Vardas368      2    4    5    8    9    9      7.64                7.40                
Pavarde6525    Vardas6525     1    3    7    8    9    9      7.64                8.20                
Pavarde9656    Vardas9656     1    5    5    8    9    9      7.64                7.40                
Pavarde3364    Vardas3364     1    2    8    8    9    9      7.64                8.60                
Pavarde2211    Vardas2211     2    3    6    7    10   9      7.64                7.80                
Pavarde6651    Vardas6651     1    5    7    7    8    9      7.64                8.20                
Pavarde4843    Vardas4843     8    8    9    9    9    7      7.64                7.80                
Pavarde2091    Vardas2091     3    5    5    6    9    9      7.64                7.40                
Pavarde5914    Vardas5914     3    3    3    9    10   9      7.64                6.60                
Pavarde5857    Vardas5857     1    4    7    7    9    9      7.64                8.20                
Pavarde393     Vardas393      2    4    6    7    9    9      7.64                7.80                
Pavarde1229    Vardas1229     4    4    6    6    8    9      7.64                7.80                
Pavarde4116    Vardas4116     3    4    4    7    10   9      7.64                7.00                
Pavarde4349    Vardas4349     2    3    5    9    9    9      7.64                7.40                
Pavarde2197    Vardas2197     3    4    6    7    8    9      7.64                7.80                
Pavarde757     Vardas757      3    4    6    7    8    9      7.64                7.80                
Pavarde803     Vardas803      2    2    5    9    10   9      7.64                7.40                
Pavarde1132    Vardas1132     3    4    5    7    9    9      7.64                7.40                
Pavarde4335    Vardas4335     1    4    6    8    9    9      7.64                7.80                
Pavarde4317    Vardas4317     3    5    5    5    10   9      7.64                7.40                
Pavarde1245    Vardas1245     2    3    6    7    10   9      7.64                7.80                
Pavarde7377    Vardas7377     1    4    6    8    9    9      7.64                7.80                
Pavarde9573    Vardas9573     1    3    7    8    9    9      7.64                8.20                
Pavarde6769    Vardas6769     1    2    6    9    10   9      7.64                7.80                
Pavarde4339    Vardas4339     2    3    6    8    9    9      7.64                7.80                
Pavarde4329    Vardas4329     3    3    5    7    10   9      7.64                7.40                
Pavarde6743    Vardas6743     2    2    6    8    10   9      7.64                7.80                
Pavarde9075    Vardas9075     2    4    4    5    5    10     7.60                7.60                
Pavarde6670    Vardas6670     4    6    7    8    10   8      7.60                7.60                
Pavarde3411    Vardas3411     2    7    7    9    10   8      7.60                7.60                
Pavarde9262    Vardas9262     4    6    7    8    10   8      7.60                7.60                
Pavarde786     Vardas786      1    2    4    6    7    10     7.60                7.60                
Pavarde6678    Vardas6678     2    3    3    6    6    10     7.60                7.20                
Pavarde4104    Vardas4104     3    4    8    10   10   8      7.60                8.00                
Pavarde8707    Vardas8707     1    3    3    4    9    10     7.60                7.20                
Pavarde7195    Vardas7195     4    6    7    8    10   8      7.60                7.60                
Pavarde57      Vardas57       1    7    9    9    9    8      7.60                8.40                
Pavarde3020    Vardas3020     1    7    8    9    10   8      7.60                8.00                
Pavarde9603    Vardas9603     5    7    7    8    8    8      7.60                7.60                
Pavarde1839    Vardas1839     3    6    8    8    10   8      7.60                8.00                
Pavarde8917    Vardas8917     1    2    3    4    10   10     7.60                7.20                
Pavarde6303    Vardas6303     4    6    7    9    9    8      7.60                7.60                
Pavarde974     Vardas974      4    6    7    8    10   8      7.60                7.60                
Pavarde3080    Vardas3080     3    7    7    9    9    8      7.60                7.60                
Pavarde7062    Vardas7062     2    6    9    9    9    8      7.60                8.40                
Pavarde5952    Vardas5952     3    4    4    4    5    10     7.60                7.60                
Pavarde51      Vardas51       3    7    7    9    9    8      7.60                7.60                
Pavarde8183    Vardas8183     1    4    4    5    6    10     7.60                7.60                
Pavarde5440    Vardas5440     5    5    6    9    10   8      7.60                7.20                
Pavarde3425    Vardas3425     6    6    7    7    9    8      7.60                7.60                
Pavarde1870    Vardas1870     1    1    5    6    7    10     7.60                8.00                
Pavarde5483    Vardas5483     2    6    7    10   10   8      7.60                7.60                
Pavarde647     Vardas647      1    1    4    6    8    10     7.60                7.60                
Pavarde1389    Vardas1389     2    8    8    8    9    8      7.60                8.00                
Pavarde3600    Vardas3600     1    2    4    6    7    10     7.60                7.60                
Pavarde852     Vardas852      1    6    9    9    10   8      7.60                8.40                
Pavarde994     Vardas994      3    8    8    8    8    8      7.60                8.00                
Pavarde4372    Vardas4372     3    6    7    9    10   8      7.60                7.60                
Pavarde9       Vardas9        1    2    3    5    9    10     7.60                7.20                
Pavarde2239    Vardas2239     4    4    7    10   10   8      7.60                7.60                
Pavarde6114    Vardas6114     3    5    7    10   10   8      7.60                7.60                
Pavarde311     Vardas311      2    3    3    4    8    10     7.60                7.20                
Pavarde3973    Vardas3973     5    6    6    9    9    8      7.60                7.20                
Pavarde8479    Vardas8479     1    1    2    7    9    10     7.60                6.80                
Pavarde1222    Vardas1222     1    1    3    7    8    10     7.60                7.20                
Pavarde663     Vardas663      4    5    6    10   10   8      7.60                7.20                
Pavarde8024    Vardas8024     1    3    3    6    7    10     7.60                7.20                
Pavarde9168    Vardas9168     2    3    4    5    6    10     7.60                7.60                
Pavarde6606    Vardas6606     1    2    4    5    8    10     7.60                7.60                
Pavarde1100    Vardas1100     1    2    5    5    7    10     7.60                8.00                
Pavarde8390    Vardas8390     2    2    3    4    9    10     7.60                7.20                
Pavarde6960    Vardas6960     1    1    2    6    10   10     7.60                6.80                
Pavarde5569    Vardas5569     4    4    7    10   10   8      7.60                7.60                
Pavarde2705    Vardas2705     1    2    3    7    7    10     7.60                7.20                
Pavarde5610    Vardas5610     2    2    3    6    7    10     7.60                7.20                
Pavarde4759    Vardas4759     4    5    8    8    10   8      7.60                8.00                
Pavarde3678    Vardas3678     4    5    8    8    10   8      7.60                8.00                
Pavarde2809    Vardas2809     1    2    3    4    10   10     7.60                7.20                
Pavarde3550    Vardas3550     3    6    8    9    9    8      7.60                8.00                
Pavarde8540    Vardas8540     2    2    3    6    7    10     7.60                7.20                
Pavarde7707    Vardas7707     2    3    4    5    6    10     7.60                7.60                
Pavarde7458    Vardas7458     1    5    9    10   10   8      7.60                8.40                
Pavarde8132    Vardas8132     3    7    8    8    9    8      7.60                8.00                
Pavarde6251    Vardas6251     3    7    8    8    9    8      7.60                8.00                
Pavarde8951    Vardas8951     1    4    6    8    8    9      7.56                7.80                
Pavarde7258    Vardas7258     1    2    4    10   10   9      7.56                7.00                
Pavarde4697    Vardas4697     3    3    4    7    10   9      7.56                7.00                
Pavarde89      Vardas89       1    4    4    8    10   9      7.56                7.00                
Pavarde9925    Vardas9925     2    4    6    7    8    9      7.56                7.80                
Pavarde4879    Vardas4879     4    4    5    6    8    9      7.56                7.40                
Pavarde7888    Vardas7888     2    4    7    7    7    9      7.56                8.20                
Pavarde6731    Vardas6731     1    5    5    8    8    9      7.56                7.40                
Pavarde5848    Vardas5848     2    3    4    8    10   9      7.56                7.00                
Pavarde5853    Vardas5853     3    9    10   10   10   7      7.56                8.20                
Pavarde5882    Vardas5882     2    2    5    9    9    9      7.56                7.40                
Pavarde410     Vardas410      1    4    6    6    10   9      7.56                7.80                
Pavarde8683    Vardas8683     2    2    6    8    9    9      7.56                7.80                
Pavarde2743    Vardas2743     1    3    6    7    10   9      7.56                7.80                
Pavarde3423    Vardas3423     1    1    8    8    9    9      7.56                8.60                
Pavarde429     Vardas429      4    4    6    6    7    9      7.56                7.80                
Pavarde7634    Vardas7634     2    5    5    6    9    9      7.56                7.40                
Pavarde741     Vardas741      2    3    5    7    10   9      7.56                7.40                
Pavarde3052    Vardas3052     2    3    3    9    10   9      7.56                6.60                
Pavarde8731    Vardas8731     3    4    5    6    9    9      7.56                7.40                
Pavarde2369    Vardas2369     2    2    4    9    10   9      7.56                7.00                
Pavarde9332    Vardas9332     3    4    5    7    8    9      7.56                7.40                
Pavarde8734    Vardas8734     1    2    6    8    10   9      7.56                7.80                
Pavarde541     Vardas541      2    4    4    8    9    9      7.56                7.00                
Pavarde6404    Vardas6404     2    5    6    6    8    9      7.56                7.80                
Pavarde1324    Vardas1324     1    5    5    6    10   9      7.56                7.40                
Pavarde3779    Vardas3779     2    5    5    5    10   9      7.56                7.40                
Pavarde3722    Vardas3722     3    4    4    7    9    9      7.56                7.00                
Pavarde7778    Vardas7778     1    4    5    8    9    9      7.56                7.40                
Pavarde1480    Vardas1480     2    5    5    7    8    9      7.56                7.40                
Pavarde188     Vardas188      4    4    6    6    7    9      7.56                7.80                
Pavarde1059    Vardas1059     6    8    9    9    10   7      7.56                7.80                
Pavarde8247    Vardas8247     5    9    9    9    10   7      7.56                7.80                
Pavarde4602    Vardas4602     1    4    5    7    10   9      7.56                7.40                
Pavarde1888    Vardas1888     2    3    3    9    10   9      7.56                6.60                
Pavarde229     Vardas229      1    1    7    9    9    9      7.56                8.20                
Pavarde8220    Vardas8220     3    4    5    7    8    9      7.56                7.40                
Pavarde4575    Vardas4575     2    6    6    6    7    9      7.56                7.80                
Pavarde7529    Vardas7529     2    3    6    7    9    9      7.56                7.80                
Pavarde4506    Vardas4506     1    2    6    8    10   9      7.56                7.80                
Pavarde4497    Vardas4497     2    3    6    7    9    9      7.56                7.80                
Pavarde8505    Vardas8505     1    2    6    9    9    9      7.56                7.80                
Pavarde1500    Vardas1500     4    4    5    5    9    9      7.56                7.40                
Pavarde5642    Vardas5642     1    4    4    8    10   9      7.56                7.00                
Pavarde6875    Vardas6875     3    4    5    7    8    9      7.56                7.40                
Pavarde2576    Vardas2576     6    7    9    10   10   7      7.56                7.80                
Pavarde8884    Vardas8884     2    2    5    9    9    9      7.56                7.40                
Pavarde5769    Vardas5769     1    2    5    9    10   9      7.56                7.40                
Pavarde7374    Vardas7374     1    1    3    6    8    10     7.52                7.20                
Pavarde1721    Vardas1721     4    5    6    9    10   8      7.52                7.20                
Pavarde5131    Vardas5131     2    6    7    9    10   8      7.52                7.60                
Pavarde2862    Vardas2862     1    1    3    4    10   10     7.52                7.20                
Pavarde1       Vardas1        1    2    3    5    8    10     7.52                7.20                
Pavarde7934    Vardas7934     3    5    8    8    10   8      7.52                8.00                
Pavarde1980    Vardas1980     4    5    7    8    10   8      7.52                7.60                
Pavarde4464    Vardas4464     2    4    9    9    10   8      7.52                8.40                
Pavarde4354    Vardas4354     2    6    7    9    10   8      7.52                7.60                
Pavarde6712    Vardas6712     4    6    8    8    8    8      7.52                8.00                
Pavarde5850    Vardas5850     5    5    5    9    10   8      7.52                6.80                
Pavarde2538    Vardas2538     2    6    7    9    10   8      7.52                7.60                
Pavarde4250    Vardas4250     1    2    3    4    9    10     7.52                7.20                
Pavarde7975    Vardas7975     3    6    8    8    9    8      7.52                8.00                
Pavarde5889    Vardas5889     2    6    8    9    9    8      7.52                8.00                
Pavarde4184    Vardas4184     3    4    8    9    10   8      7.52                8.00                
Pavarde3196    Vardas3196     2    7    8    8    9    8      7.52                8.00                
Pavarde2149    Vardas2149     3    6    7    8    10   8      7.52                7.60                
Pavarde2504    Vardas2504     4    6    7    8    9    8      7.52                7.60                
Pavarde6037    Vardas6037     1    3    3    3    9    10     7.52                7.20                
Pavarde2368    Vardas2368     1    7    8    8    10   8      7.52                8.00                
Pavarde2238    Vardas2238     2    4    9    9    10   8      7.52                8.40                
Pavarde6141    Vardas6141     1    2    5    5    6    10     7.52                8.00                
Pavarde2353    Vardas2353     2    3    4    4    6    10     7.52                7.60                
Pavarde6201    Vardas6201     2    3    4    4    6    10     7.52                7.60                
Pavarde3872    Vardas3872     3    6    7    9    9    8      7.52                7.60                
Pavarde6386    Vardas6386     1    4    9    10   10   8      7.52                8.40                
Pavarde4674    Vardas4674     1    6    9    9    9    8      7.52                8.40                
Pavarde7141    Vardas7141     1    3    3    4    8    10     7.52                7.20                
Pavarde8363    Vardas8363     2    2    3    5    7    10     7.52                7.20                
Pavarde7485    Vardas7485     1    5    8    10   10   8      7.52                8.00                
Pavarde4754    Vardas4754     2    3    3    5    6    10     7.52                7.20                
Pavarde4736    Vardas4736     1    6    8    9    10   8      7.52                8.00                
Pavarde4729    Vardas4729     1    5    8    10   10   8      7.52                8.00                
Pavarde5335    Vardas5335     2    5    8    9    10   8      7.52                8.00                
Pavarde7494    Vardas7494     4    5    7    8    10   8      7.52                7.60                
Pavarde4694    Vardas4694     3    3    9    9    10   8      7.52                8.40                
Pavarde7092    Vardas7092     2    3    4    5    5    10     7.52                7.60                
Pavarde5261    Vardas5261     1    7    8    8    10   8      7.52                8.00                
Pavarde2631    Vardas2631     1    3    3    5    7    10     7.52                7.20                
Pavarde5391    Vardas5391     1    3    4    4    7    10     7.52                7.60                
Pavarde5397    Vardas5397     2    3    3    4    7    10     7.52                7.20                
Pavarde8282    Vardas8282     4    6    7    8    9    8      7.52                7.60                
Pavarde1880    Vardas1880     1    5    9    9    10   8      7.52                8.40                
Pavarde7028    Vardas7028     1    6    8    9    10   8      7.52                8.00                
Pavarde5519    Vardas5519     2    7    8    8    9    8      7.52                8.00                
Pavarde7001    Vardas7001     2    3    3    4    7    10     7.52                7.20                
Pavarde7523    Vardas7523     3    6    7    8    10   8      7.52                7.60                
Pavarde6952    Vardas6952     1    6    7    10   10   8      7.52                7.60                
Pavarde8936    Vardas8936     2    2    3    5    7    10     7.52                7.20                
Pavarde9526    Vardas9526     1    1    2    5    10   10     7.52                6.80                
Pavarde1650    Vardas1650     3    3    4    4    5    10     7.52                7.60                
Pavarde8559    Vardas8559     1    5    8    10   10   8      7.52                8.00                
Pavarde9720    Vardas9720     1    6    7    10   10   8      7.52                7.60                
Pavarde8659    Vardas8659     1    1    3    5    9    10     7.52                7.20                
Pavarde8548    Vardas8548     4    5    8    8    9    8      7.52                8.00                
Pavarde179     Vardas179      5    6    7    7    9    8      7.52                7.60                
Pavarde9885    Vardas9885     1    1    2    5    10   10     7.52                6.80                
Pavarde8829    Vardas8829     1    1    3    4    10   10     7.52                7.20                
Pavarde9340    Vardas9340     1    2    3    4    9    10     7.52                7.20                
Pavarde9765    Vardas9765     5    7    7    7    8    8      7.52                7.60                
Pavarde1431    Vardas1431     1    2    2    6    8    10     7.52                6.80                
Pavarde721     Vardas721      3    5    6    10   10   8      7.52                7.20                
Pavarde9391    Vardas9391     1    1    2    5    10   10     7.52                6.80                
Pavarde9874    Vardas9874     1    2    4    6    6    10     7.52                7.60                
Pavarde9985    Vardas9985     3    5    6    10   10   8      7.52                7.20                
Pavarde1614    Vardas1614     1    3    3    5    7    10     7.52                7.20                
Pavarde9222    Vardas9222     1    1    3    5    9    10     7.52                7.20                
Pavarde3173    Vardas3173     1    5    6    7    7    9      7.48                7.80                
Pavarde2392    Vardas2392     2    5    6    6    7    9      7.48                7.80                
Pavarde4436    Vardas4436     1    2    7    7    9    9      7.48                8.20                
Pavarde7672    Vardas7672     3    4    4    7    8    9      7.48                7.00                
Pavarde3143    Vardas3143     1    4    6    7    8    9      7.48                7.80                
Pavarde3166    Vardas3166     3    3    4    6    10   9      7.48                7.00                
Pavarde7718    Vardas7718     2    5    5    6    8    9      7.48                7.40                
Pavarde887     Vardas887      3    4    4    6    9    9      7.48                7.00                
Pavarde5964    Vardas5964     1    3    5    7    10   9      7.48                7.40                
Pavarde9906    Vardas9906     2    3    3    8    10   9      7.48                6.60                
Pavarde1862    Vardas1862     1    2    6    8    9    9      7.48                7.80                
Pavarde6919    Vardas6919     2    3    3    8    10   9      7.48                6.60                
Pavarde3209    Vardas3209     1    3    5    7    10   9      7.48                7.40                
Pavarde4527    Vardas4527     1    3    6    8    8    9      7.48                7.80                
Pavarde4151    Vardas4151     2    3    5    6    10   9      7.48                7.40                
Pavarde7820    Vardas7820     2    3    6    7    8    9      7.48                7.80                
Pavarde99      Vardas99       2    3    5    6    10   9      7.48                7.40                
Pavarde5583    Vardas5583     2    2    6    8    8    9      7.48                7.80                
Pavarde6160    Vardas6160     1    5    6    7    7    9      7.48                7.80                
Pavarde2787    Vardas2787     1    3    5    8    9    9      7.48                7.40                
Pavarde7349    Vardas7349     1    3    7    7    8    9      7.48                8.20                
Pavarde7269    Vardas7269     2    3    7    7    7    9      7.48                8.20                
Pavarde4326    Vardas4326     1    2    6    7    10   9      7.48                7.80                
Pavarde514     Vardas514      4    5    5    6    6    9      7.48                7.40                
Pavarde7418    Vardas7418     1    2    6    7    10   9      7.48                7.80                
Pavarde538     Vardas538      2    4    5    7    8    9      7.48                7.40                
Pavarde2896    Vardas2896     1    3    4    8    10   9      7.48                7.00                
Pavarde9522    Vardas9522     1    2    5    9    9    9      7.48                7.40                
Pavarde9904    Vardas9904     1    3    6    6    10   9      7.48                7.80                
Pavarde2592    Vardas2592     2    3    5    7    9    9      7.48                7.40                
Pavarde1008    Vardas1008     2    4    5    7    8    9      7.48                7.40                
Pavarde3873    Vardas3873     2    3    4    7    10   9      7.48                7.00                
Pavarde4704    Vardas4704     3    3    4    6    10   9      7.48                7.00                
Pavarde6280    Vardas6280     2    2    5    7    10   9      7.48                7.40                
Pavarde4702    Vardas4702     1    3    6    8    8    9      7.48                7.80                
Pavarde7629    Vardas7629     3    3    3    8    9    9      7.48                6.60                
Pavarde5733    Vardas5733     1    3    3    9    10   9      7.48                6.60                
Pavarde6309    Vardas6309     3    3    6    7    7    9      7.48                7.80                
Pavarde7663    Vardas7663     1    4    5    7    9    9      7.48                7.40                
Pavarde8501    Vardas8501     1    3    5    8    9    9      7.48                7.40                
Pavarde8030    Vardas8030     3    4    5    6    8    9      7.48                7.40                
Pavarde3451    Vardas3451     1    3    6    7    9    9      7.48                7.80                
Pavarde3435    Vardas3435     2    5    6    6    7    9      7.48                7.80                
Pavarde4353    Vardas4353     1    4    5    6    10   9      7.48                7.40                
Pavarde9806    Vardas9806     1    3    6    8    8    9      7.48                7.80                
Pavarde7995    Vardas7995     2    3    3    9    9    9      7.48                6.60                
Pavarde8445    Vardas8445     3    3    5    7    8    9      7.48                7.40                
Pavarde7970    Vardas7970     1    4    5    7    9    9      7.48                7.40                
Pavarde651     Vardas651      3    4    5    6    8    9      7.48                7.40                
Pavarde9797    Vardas9797     3    5    6    6    6    9      7.48                7.80                
Pavarde3343    Vardas3343     3    4    6    6    7    9      7.48                7.80                
Pavarde4214    Vardas4214     1    1    7    7    10   9      7.48                8.20                
Pavarde5845    Vardas5845     1    4    5    6    10   9      7.48                7.40                
Pavarde256     Vardas256      1    4    5    8    8    9      7.48                7.40                
Pavarde6477    Vardas6477     3    5    5    6    7    9      7.48                7.40                
Pavarde3305    Vardas3305     2    2    6    8    8    9      7.48                7.80                
Pavarde865     Vardas865      1    3    4    8    10   9      7.48                7.00                
Pavarde9383    Vardas9383     1    2    5    8    10   9      7.48                7.40                
Pavarde4955    Vardas4955     4    5    5    6    6    9      7.48                7.40                
Pavarde6533    Vardas6533     2    4    6    7    7    9      7.48                7.80                
Pavarde9779    Vardas9779     3    4    5    6    8    9      7.48                7.40                
Pavarde4663    Vardas4663     1    3    5    7    10   9      7.48                7.40                
Pavarde4276    Vardas4276     2    4    5    7    8    9      7.48                7.40                
Pavarde1401    Vardas1401     3    3    6    7    7    9      7.48                7.80                
Pavarde4965    Vardas4965     4    8    9    10   10   7      7.48                7.80                
Pavarde1968    Vardas1968     5    8    9    9    10   7      7.48                7.80                
Pavarde886     Vardas886      6    7    8    10   10   7      7.48                7.40                
Pavarde2183    Vardas2183     6    8    8    9    10   7      7.48                7.40                
Pavarde1258    Vardas1258     4    9    9    9    10   7      7.48                7.80                
Pavarde6407    Vardas6407     3    9    9    10   10   7      7.48                7.80                
Pavarde4644    Vardas4644     7    7    8    9    10   7      7.48                7.40                
Pavarde4774    Vardas4774     1    3    4    4    6    10     7.44                7.60                
Pavarde8172    Vardas8172     2    6    7    8    10   8      7.44                7.60                
Pavarde2736    Vardas2736     1    3    3    3    8    10     7.44                7.20                
Pavarde8218    Vardas8218     5    5    6    7    10   8      7.44                7.20                
Pavarde8911    Vardas8911     3    3    4    4    4    10     7.44                7.60                
Pavarde1160    Vardas1160     2    3    3    4    6    10     7.44                7.20                
Pavarde8138    Vardas8138     2    6    7    8    10   8      7.44                7.60                
Pavarde8948    Vardas8948     4    4    8    8    9    8      7.44                8.00                
Pavarde7423    Vardas7423     4    6    7    7    9    8      7.44                7.60                
Pavarde7613    Vardas7613     4    6    6    8    9    8      7.44                7.20                
Pavarde8336    Vardas8336     3    5    6    9    10   8      7.44                7.20                
Pavarde8156    Vardas8156     1    3    3    4    7    10     7.44                7.20                
Pavarde1427    Vardas1427     1    2    3    6    6    10     7.44                7.20                
Pavarde85      Vardas85       1    4    9    9    10   8      7.44                8.40                
Pavarde1375    Vardas1375     3    5    8    8    9    8      7.44                8.00                
Pavarde5286    Vardas5286     2    2    3    4    7    10     7.44                7.20                
Pavarde4865    Vardas4865     1    6    7    9    10   8      7.44                7.60                
Pavarde4177    Vardas4177     3    6    7    7    10   8      7.44                7.60                
Pavarde1395    Vardas1395     1    6    8    9    9    8      7.44                8.00                
Pavarde9570    Vardas9570     5    6    7    7    8    8      7.44                7.60                
Pavarde417     Vardas417      1    6    8    8    10   8      7.44                8.00                
Pavarde7739    Vardas7739     4    6    7    8    8    8      7.44                7.60                
Pavarde2168    Vardas2168     4    4    7    8    10   8      7.44                7.60                
Pavarde1457    Vardas1457     1    1    1    6    9    10     7.44                6.40                
Pavarde5139    Vardas5139     1    6    8    9    9    8      7.44                8.00                
Pavarde1545    Vardas1545     5    5    6    7    10   8      7.44                7.20                
Pavarde8825    Vardas8825     1    2    3    3    9    10     7.44                7.20                
Pavarde24      Vardas24       3    4    6    10   10   8      7.44                7.20                
Pavarde7625    Vardas7625     2    5    6    10   10   8      7.44                7.20                
Pavarde9542    Vardas9542     3    4    8    9    9    8      7.44                8.00                
Pavarde2510    Vardas2510     1    2    3    5    7    10     7.44                7.20                
Pavarde1827    Vardas1827     1    6    8    9    9    8      7.44                8.00                
Pavarde5129    Vardas5129     3    4    8    8    10   8      7.44                8.00                
Pavarde9388    Vardas9388     1    5    8    9    10   8      7.44                8.00                
Pavarde3054    Vardas3054     3    6    7    8    9    8      7.44                7.60                
Pavarde3064    Vardas3064     1    5    9    9    9    8      7.44                8.40                
Pavarde265     Vardas265      3    3    8    9    10   8      7.44                8.00                
Pavarde6977    Vardas6977     2    5    8    9    9    8      7.44                8.00                
Pavarde3201    Vardas3201     3    3    8    9    10   8      7.44                8.00                
Pavarde6896    Vardas6896     1    6    6    10   10   8      7.44                7.20                
Pavarde3237    Vardas3237     3    6    7    8    9    8      7.44                7.60                
Pavarde5396    Vardas5396     2    3    9    9    10   8      7.44                8.40                
Pavarde9674    Vardas9674     1    2    5    5    5    10     7.44                8.00                
Pavarde630     Vardas630      1    2    2    6    7    10     7.44                6.80                
Pavarde9818    Vardas9818     3    4    6    10   10   8      7.44                7.20                
Pavarde6624    Vardas6624     1    2    4    5    6    10     7.44                7.60                
Pavarde758     Vardas758      4    5    6    8    10   8      7.44                7.20                
Pavarde3490    Vardas3490     1    1    3    4    9    10     7.44                7.20                
Pavarde6491    Vardas6491     3    4    7    9    10   8      7.44                7.60                
Pavarde3593    Vardas3593     3    5    6    9    10   8      7.44                7.20                
Pavarde1782    Vardas1782     3    4    8    9    9    8      7.44                8.00                
Pavarde1038    Vardas1038     2    3    3    4    6    10     7.44                7.20                
Pavarde4727    Vardas4727     4    5    6    8    10   8      7.44                7.20                
Pavarde3421    Vardas3421     2    2    4    8    9    9      7.40                7.00                
Pavarde5559    Vardas5559     1    1    7    7    9    9      7.40                8.20                
Pavarde6933    Vardas6933     1    3    6    6    9    9      7.40                7.80                
Pavarde3174    Vardas3174     1    2    5    7    10   9      7.40                7.40                
Pavarde7732    Vardas7732     1    5    6    6    7    9      7.40                7.80                
Pavarde453     Vardas453      1    3    4    7    10   9      7.40                7.00                
Pavarde4434    Vardas4434     1    3    4    8    9    9      7.40                7.00                
Pavarde920     Vardas920      1    5    6    6    7    9      7.40                7.80                
Pavarde2378    Vardas2378     1    4    4    8    8    9      7.40                7.00                
Pavarde2413    Vardas2413     5    7    8    10   10   7      7.40                7.40                
Pavarde5353    Vardas5353     6    7    8    9    10   7      7.40                7.40                
Pavarde8351    Vardas8351     1    3    4    8    9    9      7.40                7.00                
Pavarde4444    Vardas4444     2    4    5    6    8    9      7.40                7.40                
Pavarde322     Vardas322      1    2    5    8    9    9      7.40                7.40                
Pavarde2451    Vardas2451     2    4    4    6    9    9      7.40                7.00                
Pavarde5566    Vardas5566     6    7    8    9    10   7      7.40                7.40                
